rollout/episode_reward,rollout/rew_surface_coverage_2d,time/total_timesteps,rollout/rew_collision,rollout/rew_termination,rollout/total_reward,rollout/episode_length,time/iterations,time/fps,time/training,train/n_updates,train/policy_gradient_loss,train/clip_range_vf,train/loss,train/value_loss,train/clip_fraction,train/clip_range,train/approx_kl,train/entropy_loss,train/explained_variance,train/learning_rate
0.512,0.601,1851392,-0.058,0.025,0.568,18.524,113,248,6.7329888343811035,560,-0.0391412265424151,0.2,4.409531116485596,6.21008934751153,0.476318359375,0.2,0.12660524,-3.258644735440612,0.6052329540252686,0.0001
0.566,0.648,1867776,-0.056,0.025,0.618,19.687,114,248,6.777504920959473,565,-0.03977853757096454,0.2,4.791219234466553,5.952120719477534,0.4811279296875,0.2,0.14052522,-3.3524912387132644,0.6099319159984589,0.0001
0.537,0.599,1884160,-0.061,0.021,0.559,18.502,115,247,6.706534385681152,570,-0.04009458595101023,0.2,3.4608399868011475,5.8595760222524405,0.48035888671875,0.2,0.12586173,-3.355699532479048,0.6168678402900696,0.0001
0.528,0.603,1900544,-0.067,0.021,0.557,18.721,116,247,5.427500009536743,575,-0.029399656418564856,0.2,5.405867576599121,6.182923354822047,0.4417279411764706,0.2,0.11501501,-3.3313821184868906,0.6017047464847565,0.0001
0.557,0.612,1916928,-0.065,0.022,0.569,19.98,117,247,4.972147464752197,580,-0.025947933781303858,0.2,5.229138374328613,5.993263261694657,0.44830592105263156,0.2,0.12395197,-3.321734853543733,0.6201107501983643,0.0001
0.59,0.597,1933312,-0.06,0.021,0.558,20.525,118,246,6.703887939453125,585,-0.039221651016850954,0.2,3.0794482231140137,5.884228104352951,0.46728515625,0.2,0.13377109,-3.3344602711498736,0.6201402246952057,0.0001
0.557,0.601,1949696,-0.063,0.019,0.557,19.541,119,247,3.9858953952789307,590,-0.01628555898666188,0.2,4.556055068969727,5.6472804099321365,0.443115234375,0.2,0.10844348,-3.3374658344934383,0.6440056264400482,0.0001
0.51,0.544,1966080,-0.073,0.016,0.487,17.609,120,248,6.411809206008911,595,-0.03681115222921055,0.2,1.7394698858261108,5.417735068965856,0.4698240589198036,0.2,0.14370917,-3.2869126148973082,0.6570082604885101,0.0001
0.538,0.571,1982464,-0.066,0.018,0.523,18.258,121,248,6.730159521102905,600,-0.039368723027291705,0.2,3.813887596130371,5.841328633576632,0.48565673828125,0.2,0.13841245,-3.2579000789672135,0.6241281926631927,0.0001
0.568,0.586,1998848,-0.063,0.019,0.541,20.377,122,247,3.253269672393799,605,-0.0035155267596801184,0.2,3.1726062297821045,5.593150136532722,0.4220525568181818,0.2,0.10615407,-3.284241814117927,0.6369264423847198,0.0001
0.534,0.545,2015232,-0.073,0.019,0.491,18.694,123,248,6.788537502288818,610,-0.04010218028779491,0.2,3.3949837684631348,5.609752574563027,0.48436279296875,0.2,0.14489913,-3.290926594659686,0.6341160237789154,0.0001
0.556,0.601,2031616,-0.062,0.02,0.559,19.374,124,246,6.367202043533325,615,-0.03749026946274705,0.2,3.2145333290100098,5.420358226637636,0.4782513407590759,0.2,0.15079722,-3.255699608979052,0.6557651162147522,0.0001
0.542,0.568,2048000,-0.07,0.019,0.517,18.316,125,247,6.719964027404785,620,-0.03948263871134259,0.2,3.7996764183044434,5.6649690315127375,0.47928466796875,0.2,0.13300064,-3.2679583791643383,0.6316510438919067,0.0001
0.533,0.609,2064384,-0.068,0.021,0.561,18.259,126,247,5.612192630767822,625,-0.03008952295907133,0.2,4.8846025466918945,6.188723357696107,0.4640217644320298,0.2,0.15881123,-3.2362179574131744,0.606143444776535,0.0001
0.545,0.588,2080768,-0.06,0.022,0.55,19.44,127,247,6.712466478347778,630,-0.03808980524627259,0.2,4.274755477905273,5.994377848505974,0.47969970703125,0.2,0.13729276,-3.2308428544551133,0.6201051473617554,0.0001
0.526,0.546,2097152,-0.07,0.017,0.493,18.359,128,247,6.685042142868042,635,-0.03786749155260623,0.2,4.088408470153809,5.930400563031435,0.461865234375,0.2,0.12911615,-3.232536781579256,0.6145140528678894,0.0001
0.59,0.6,2113536,-0.06,0.022,0.561,20.536,129,248,6.727884769439697,640,-0.03847085393354064,0.2,4.6743574142456055,5.947378185763955,0.48831787109375,0.2,0.15152384,-3.131348004937172,0.6164732575416565,0.0001
0.536,0.598,2129920,-0.059,0.024,0.563,19.195,130,247,6.719515800476074,645,-0.036084190403926186,0.2,3.289658784866333,6.077290350571275,0.48768310546875,0.2,0.14350984,-3.108331498131156,0.6102639138698578,0.0001
0.533,0.522,2146304,-0.066,0.02,0.476,18.496,131,249,6.707533359527588,650,-0.03607321477757068,0.2,5.238465785980225,6.02388341166079,0.484326171875,0.2,0.14437859,-3.102619643881917,0.6054029762744904,0.0001
0.515,0.561,2162688,-0.071,0.018,0.508,17.905,132,248,6.695554494857788,655,-0.039452035674185024,0.2,3.596334934234619,5.91909711137414,0.4852783203125,0.2,0.14497098,-3.083518970757723,0.6201085150241852,0.0001
0.529,0.572,2179072,-0.064,0.021,0.529,18.845,133,247,6.738891839981079,660,-0.03685428279277403,0.2,5.27781867980957,6.319684062898159,0.48660888671875,0.2,0.1509238,-3.1440853867679834,0.5995294749736786,0.0001
0.534,0.598,2195456,-0.061,0.021,0.558,18.12,134,247,6.728047847747803,665,-0.03596309680870036,0.2,2.827221632003784,5.949962793663144,0.490576171875,0.2,0.14989004,-3.1589431066066025,0.6211652457714081,0.0001
0.546,0.602,2211840,-0.057,0.023,0.568,20.098,135,248,2.3549177646636963,670,0.008390437174174521,0.2,5.16019344329834,5.797623630099826,0.3935416666666667,0.2,0.09629216,-3.1525787989298504,0.6357746124267578,0.0001
0.544,0.605,2228224,-0.07,0.023,0.559,18.148,136,248,6.67767596244812,675,-0.03683822739112656,0.2,3.861074924468994,6.029845385625959,0.47452392578125,0.2,0.14101276,-3.1954973217099907,0.6066973507404327,0.0001
0.557,0.608,2244608,-0.063,0.024,0.569,18.93,137,246,5.0745697021484375,680,-0.02164051817292483,0.2,4.936850547790527,6.005368087990616,0.4622693607068607,0.2,0.13702258,-3.174421328269023,0.6144906282424927,0.0001
0.578,0.578,2260992,-0.064,0.02,0.533,19.368,138,247,6.709664821624756,685,-0.036698165658162904,0.2,3.8330538272857666,5.884158528223634,0.48165283203125,0.2,0.14301185,-3.216419143602252,0.6318086385726929,0.0001
0.58,0.616,2277376,-0.063,0.022,0.575,19.764,139,248,6.634690761566162,690,-0.03562375254550716,0.2,2.9359071254730225,5.487646180763841,0.48248291015625,0.2,0.14027493,-3.1899257611483334,0.6534887850284576,0.0001
0.55,0.609,2293760,-0.067,0.018,0.561,18.897,140,247,6.709482431411743,695,-0.03765561416512355,0.2,3.035576343536377,5.526109515875578,0.48349609375,0.2,0.14592259,-3.2400792226195336,0.6519618630409241,0.0001
0.527,0.566,2310144,-0.06,0.018,0.525,18.389,141,247,6.707894802093506,700,-0.036673745921143565,0.2,1.2690485715866089,5.631084875762463,0.49107666015625,0.2,0.14582759,-3.2315892398357393,0.642386257648468,0.0001
0.55,0.609,2326528,-0.058,0.023,0.574,19.019,142,246,6.222274303436279,705,-0.03323787607421929,0.2,4.359298229217529,5.798364489166825,0.48438815235690236,0.2,0.16555594,-3.223533681747488,0.6401816010475159,0.0001
