time/fps,rollout/episode_length,rollout/total_reward,rollout/episode_reward,time/iterations,time/total_timesteps,rollout/rew_surface_coverage_2d,rollout/rew_collision,rollout/rew_termination,train/entropy_loss,train/explained_variance,train/learning_rate,train/clip_range,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/clip_range_vf,train/n_updates,time/training,train/approx_kl,train/loss
121,16.555,0.648,0.61,542,8880128,0.678,-0.059,0.03,-5.053721760857035,0.6092860400676727,0.0001,0.2,0.003888023300812795,6.2388041668389675,0.3620099852071006,0.2,2705,1.8762006759643555,0.04568164,4.5339179039001465
121,17.726,0.618,0.618,543,8896512,0.656,-0.063,0.025,-4.9920974837409124,0.5567992627620697,0.0001,0.2,0.009482844042833205,7.237666915964197,0.3400366512345679,0.2,2710,1.799309253692627,0.04153813,4.935954570770264
121,17.2,0.598,0.616,544,8912896,0.637,-0.064,0.024,-5.051273328021057,0.5539714395999908,0.0001,0.2,0.018819669086514113,7.195008295819275,0.34803806390977443,0.2,2715,1.4739079475402832,0.052793585,6.318737506866455
121,15.789,0.589,0.601,545,8929280,0.631,-0.067,0.025,-5.025576700270176,0.5528936684131622,0.0001,0.2,-0.01304882220865693,7.101099306344986,0.4039794921875,0.2,2720,3.550626039505005,0.049005073,5.87532377243042
121,16.329,0.639,0.611,546,8945664,0.677,-0.066,0.028,-5.141159838438034,0.5525545179843903,0.0001,0.2,0.020509992871666327,7.319307333230972,0.3080078125,0.2,2725,0.8949785232543945,0.02737782,7.3857502937316895
121,16.721,0.626,0.616,547,8962048,0.661,-0.062,0.027,-5.113287501475391,0.5695007741451263,0.0001,0.2,0.018768395968329382,7.118336547823513,0.36609604779411764,0.2,2730,1.523284912109375,0.04898735,6.413372993469238
121,18.522,0.676,0.676,548,8978432,0.7,-0.056,0.033,-5.17245243165804,0.578500360250473,0.0001,0.2,-0.018147519370794053,6.707671516615411,0.41036854619565216,0.2,2735,4.068537712097168,0.047384996,3.936405658721924
121,18.332,0.644,0.667,549,8994816,0.672,-0.057,0.029,-5.121674300572059,0.5925351679325104,0.0001,0.2,0.006479754461256485,6.67234625896262,0.3746508379888268,0.2,2740,1.9744782447814941,0.043195877,7.168205738067627
121,19.788,0.672,0.696,550,9011200,0.7,-0.059,0.031,-5.056424860628495,0.5672805905342102,0.0001,0.2,0.00958747916525195,7.250932696443167,0.366702251552795,0.2,2745,1.7832419872283936,0.044156875,5.42005729675293
121,16.738,0.587,0.625,551,9027584,0.627,-0.066,0.026,-4.975068303900705,0.5799973607063293,0.0001,0.2,0.016166240878691767,6.81580890400309,0.3340118838028169,0.2,2750,1.565293312072754,0.047140207,4.497089385986328
121,18.409,0.631,0.662,552,9043968,0.666,-0.062,0.026,-5.0410062901081485,0.5634830296039581,0.0001,0.2,0.011475142668589858,7.244914891529668,0.3732266104294479,0.2,2755,1.8180556297302246,0.06086995,4.963213920593262
121,16.734,0.601,0.619,553,9060352,0.635,-0.059,0.025,-5.012088935191815,0.5765480995178223,0.0001,0.2,-0.0035061256494373083,6.922985293315008,0.39095552884615387,0.2,2760,2.857661247253418,0.060348477,7.206803798675537
121,16.858,0.594,0.619,554,9076736,0.628,-0.06,0.025,-4.995095898785929,0.5465326905250549,0.0001,0.2,-0.020765098552476234,7.410713720196501,0.40569635826771655,0.2,2765,4.24531888961792,0.048452057,4.369316577911377
121,19.5,0.689,0.693,555,9093120,0.704,-0.049,0.034,-4.888389811644683,0.5629002749919891,0.0001,0.2,0.006485160671778628,7.049235609415415,0.34328547297297296,0.2,2770,2.0637588500976562,0.038817484,5.537689685821533
121,17.34,0.621,0.62,556,9109504,0.658,-0.063,0.025,-4.847767177987214,0.5770016014575958,0.0001,0.2,0.0012294577056731002,6.825294073077216,0.38118961352657005,0.2,2775,2.2831404209136963,0.043267608,4.238841533660889
121,16.884,0.641,0.609,557,9125888,0.673,-0.06,0.027,-4.744458548672549,0.5736497342586517,0.0001,0.2,0.015237260788965683,6.998764664976747,0.3487762237762238,0.2,2780,1.5903115272521973,0.050966777,4.634905815124512
121,18.011,0.634,0.639,558,9142272,0.662,-0.055,0.027,-4.7817602615689605,0.5627043843269348,0.0001,0.2,0.0002475099345286861,7.129710557679422,0.3819937227074236,0.2,2785,2.5449209213256836,0.043602854,5.937576770782471
121,16.265,0.577,0.604,559,9158656,0.62,-0.066,0.024,-4.792348049124893,0.5741995573043823,0.0001,0.2,0.020035769666868205,6.651713171783759,0.33346619897959184,0.2,2790,1.0889368057250977,0.029815437,7.537803649902344
121,17.1,0.636,0.62,560,9175040,0.665,-0.058,0.029,-4.812028864155645,0.5624449253082275,0.0001,0.2,0.01613347075096723,7.242551596268363,0.3392210144927536,0.2,2795,1.5387239456176758,0.050943445,5.649496555328369
121,16.443,0.61,0.604,561,9191424,0.646,-0.062,0.026,-4.858195954420435,0.574652224779129,0.0001,0.2,0.024073582003259753,6.721209430319118,0.3312007874015748,0.2,2800,1.421074628829956,0.030196583,4.970006942749023
120,18.043,0.654,0.631,562,9207808,0.684,-0.058,0.027,-4.864142618340961,0.5828612148761749,0.0001,0.2,-0.012554282369881363,6.596840793803587,0.40423728813559323,0.2,2805,3.25813627243042,0.050387256,4.233251571655273
120,16.947,0.633,0.611,563,9224192,0.668,-0.063,0.028,-4.899405135247941,0.5730665922164917,0.0001,0.2,0.016377779066954787,6.815667138063818,0.3378171992481203,0.2,2810,1.4718403816223145,0.0559623,4.027915954589844
121,17.159,0.631,0.609,564,9240576,0.663,-0.059,0.027,-4.893216306849044,0.5508903861045837,0.0001,0.2,0.018222559449197942,6.915337621703628,0.32497577519379844,0.2,2815,1.4171159267425537,0.083046645,6.884944915771484
121,17.789,0.616,0.619,565,9256960,0.65,-0.06,0.026,-4.833249813902611,0.5623899400234222,0.0001,0.2,-0.0038131579866304117,6.77706953310499,0.3947610294117647,0.2,2820,2.8241944313049316,0.0452619,5.2535271644592285
121,17.395,0.648,0.623,566,9273344,0.673,-0.055,0.029,-4.842578925257143,0.5577990114688873,0.0001,0.2,0.02264790244643455,7.158799337304157,0.34782608695652173,0.2,2825,1.2779362201690674,0.033043053,8.308610916137695
121,17.542,0.593,0.618,567,9289728,0.631,-0.06,0.023,-4.751296975285873,0.5715814232826233,0.0001,0.2,0.002951728042952603,6.729415336841254,0.363697652284264,0.2,2830,2.215507745742798,0.041478205,5.586293697357178
121,18.265,0.651,0.646,568,9306112,0.68,-0.06,0.031,-4.796478671881989,0.578864336013794,0.0001,0.2,0.020478005314828785,6.561285102640399,0.3428554389312977,0.2,2835,1.460752010345459,0.058692947,5.6624531745910645
121,18.341,0.642,0.652,569,9322496,0.674,-0.06,0.028,-4.798618633406503,0.5783029496669769,0.0001,0.2,0.015485057061804192,6.673240412984575,0.33939732142857143,0.2,2840,1.5504095554351807,0.04841164,4.78431510925293
121,17.485,0.632,0.637,570,9338880,0.667,-0.062,0.027,-4.771482724293023,0.5782546699047089,0.0001,0.2,-0.01135715730132381,6.6123481609259445,0.3981886942675159,0.2,2845,3.514286994934082,0.05128404,6.157354354858398
121,17.741,0.617,0.629,571,9355264,0.652,-0.059,0.025,-4.661821983754635,0.5810931026935577,0.0001,0.2,0.0038032466642713794,6.6697453918556375,0.3562825520833333,0.2,2850,2.1097347736358643,0.039412674,7.381875991821289
121,17.814,0.617,0.617,572,9371648,0.644,-0.054,0.027,-4.717418897456193,0.5543862879276276,0.0001,0.2,-0.0242221957815945,6.875016810999115,0.4173615139211137,0.2,2855,4.802225112915039,0.054756515,5.877701759338379
120,16.817,0.61,0.596,573,9388032,0.645,-0.063,0.029,-4.778581077052701,0.567502349615097,0.0001,0.2,-0.018161229531390852,6.760444574458624,0.4134534610215054,0.2,2860,4.125006198883057,0.04918184,4.454632759094238
120,17.833,0.616,0.623,574,9404416,0.649,-0.057,0.025,-4.804784642889144,0.5761992931365967,0.0001,0.2,0.015594253075434595,6.649698484028485,0.33139406028368795,0.2,2865,1.5644381046295166,0.05010456,4.527465343475342
120,16.859,0.621,0.614,575,9420800,0.653,-0.058,0.026,-4.922292901796076,0.563383549451828,0.0001,0.2,-0.0020491287640542325,6.860236612670625,0.3659262892376682,0.2,2870,2.481064796447754,0.042366847,5.527000427246094
121,17.281,0.625,0.626,576,9437184,0.66,-0.062,0.027,-4.943946643542218,0.5788911283016205,0.0001,0.2,-0.0077133099398305335,6.64473963467451,0.38463261648745517,0.2,2875,3.0762100219726562,0.0526476,4.665201187133789
121,18.201,0.636,0.656,577,9453568,0.664,-0.057,0.029,-4.913721590177388,0.5725758671760559,0.0001,0.2,-0.008209344336485609,7.131460281128579,0.39372783687943264,0.2,2880,3.1558473110198975,0.051488213,4.2886457443237305
121,16.605,0.584,0.6,578,9469952,0.624,-0.065,0.025,-4.923851414985463,0.5734875798225403,0.0001,0.2,0.0024022130380729734,6.9814412073435514,0.3581852791878173,0.2,2885,2.170692205429077,0.04446645,4.462624549865723
121,16.358,0.649,0.603,579,9486336,0.678,-0.059,0.029,-4.8525027257424815,0.5708371698856354,0.0001,0.2,-0.0060182425607409745,6.700337549492165,0.3854166666666667,0.2,2890,2.9778835773468018,0.05086771,6.199041366577148
121,17.069,0.623,0.61,580,9502720,0.658,-0.063,0.028,-4.842620683599401,0.5788686871528625,0.0001,0.2,0.017362387423162106,6.559126656143754,0.33674768518518516,0.2,2895,1.492232084274292,0.053342197,6.130589485168457
121,17.699,0.649,0.627,581,9519104,0.68,-0.062,0.031,-4.946735617499681,0.5580995678901672,0.0001,0.2,-0.014479991186222752,7.004350515281629,0.3987814465408805,0.2,2900,3.5431277751922607,0.050091974,4.875952243804932
122,17.068,0.637,0.64,582,9535488,0.67,-0.06,0.028,-4.969306965066929,0.5727946162223816,0.0001,0.2,0.015845243781428747,6.620092668918648,0.2997159090909091,0.2,2905,1.110844373703003,0.024972504,5.81126594543457
122,15.346,0.597,0.574,583,9551872,0.634,-0.062,0.025,-5.031967438917894,0.5766825675964355,0.0001,0.2,-0.016838193991436406,6.694671874413124,0.3987019230769231,0.2,2910,3.4537131786346436,0.048491538,4.196610450744629
122,16.647,0.625,0.624,584,9568256,0.653,-0.056,0.027,-5.0593781767731505,0.5531153976917267,0.0001,0.2,-0.020822408746619146,7.082094803375283,0.38843911917098445,0.2,2915,4.1082422733306885,0.071999736,5.149251937866211
122,16.473,0.656,0.618,585,9584640,0.681,-0.054,0.029,-4.9926392783721285,0.5445901155471802,0.0001,0.2,0.018371009597710024,7.161686385671298,0.3033854166666667,0.2,2920,1.0002529621124268,0.026676407,6.2413649559021
122,16.714,0.614,0.604,586,9601024,0.648,-0.06,0.026,-5.031545500232749,0.5617139935493469,0.0001,0.2,-0.010081270432150732,7.011139528392112,0.3779698202054795,0.2,2925,3.0718464851379395,0.04948492,6.67211389541626
122,15.999,0.622,0.604,587,9617408,0.654,-0.06,0.027,-5.016048486743655,0.5581601858139038,0.0001,0.2,0.000691450891151492,7.162432344896453,0.3682338169642857,0.2,2930,2.3615763187408447,0.039828673,3.266112804412842
122,16.826,0.64,0.613,588,9633792,0.676,-0.064,0.029,-4.928270187930784,0.5518494844436646,0.0001,0.2,-0.025910133486928572,7.210163865112452,0.3997584541062802,0.2,2935,4.373821973800659,0.055825707,5.050633430480957
122,16.147,0.586,0.595,589,9650176,0.628,-0.066,0.024,-4.994200500948676,0.5716622173786163,0.0001,0.2,0.0070933454145474,7.166291876770984,0.3683099856321839,0.2,2940,1.837151288986206,0.046138775,4.2833380699157715
122,17.3,0.659,0.648,590,9666560,0.689,-0.058,0.029,-5.113384865767119,0.5673351287841797,0.0001,0.2,0.011099129039424145,6.999262257127572,0.33795529801324503,0.2,2945,1.5899605751037598,0.04803089,5.587403774261475
122,17.21,0.652,0.638,591,9682944,0.679,-0.055,0.028,-5.185970356810985,0.5705912411212921,0.0001,0.2,-0.003476834897001147,6.975382074910638,0.36291987885462557,0.2,2950,2.401611089706421,0.04084736,4.513486385345459
122,14.816,0.615,0.59,592,9699328,0.656,-0.066,0.025,-5.203566031772053,0.5754340887069702,0.0001,0.2,-0.02057292511933604,6.979770157453993,0.3917282060518732,0.2,2955,3.6696763038635254,0.04684051,5.942537307739258
122,15.466,0.603,0.605,593,9715712,0.643,-0.068,0.028,-5.345853013729831,0.5760241150856018,0.0001,0.2,-0.01784002385885435,6.954269355954745,0.38945431957186544,0.2,2960,3.452756404876709,0.050863087,5.96451997756958
122,14.22,0.555,0.541,594,9732096,0.604,-0.072,0.024,-5.351130743368441,0.5540074706077576,0.0001,0.2,-0.011976090727028125,7.227627962342303,0.3813365228013029,0.2,2965,3.2647688388824463,0.048228227,5.362417697906494
122,15.037,0.579,0.578,595,9748480,0.626,-0.07,0.023,-5.2649699142013775,0.5225425958633423,0.0001,0.2,-0.02024567416342704,8.046066083769867,0.39060235507246377,0.2,2970,3.6736602783203125,0.04968759,7.953027725219727
122,16.574,0.586,0.625,596,9764864,0.629,-0.069,0.026,-5.370788107112962,0.546751856803894,0.0001,0.2,0.012168909004908435,7.266904052422971,0.27455357142857145,0.2,2975,0.5132706165313721,0.024264812,5.747241020202637
122,15.548,0.615,0.615,597,9781248,0.653,-0.064,0.027,-5.387900492388331,0.5755484402179718,0.0001,0.2,-0.01751377282686487,6.993944043884734,0.38592346556886226,0.2,2980,3.521847724914551,0.047819857,5.799090385437012
122,15.637,0.614,0.623,598,9797632,0.652,-0.064,0.026,-5.3330344344630385,0.5424723327159882,0.0001,0.2,0.007143509004152182,7.73703150026726,0.32675189393939397,0.2,2985,1.7702734470367432,0.043437622,6.084425926208496
122,16.58,0.596,0.602,599,9814016,0.63,-0.062,0.028,-5.326563448760772,0.5548853278160095,0.0001,0.2,-0.028047203485454832,7.437495859222055,0.4132025761124122,0.2,2990,4.506826400756836,0.05374687,4.343418598175049
122,16.152,0.592,0.591,600,9830400,0.635,-0.068,0.025,-5.255991768836975,0.5483380258083344,0.0001,0.2,-0.011524290847592055,7.57158619591168,0.3685825892857143,0.2,2995,2.97900652885437,0.047739614,5.987185001373291
122,15.872,0.615,0.613,601,9846784,0.652,-0.063,0.027,-5.265138269725599,0.5572870373725891,0.0001,0.2,-0.011664535691798256,7.245917343675044,0.37642543859649125,0.2,3000,3.0078389644622803,0.051381778,4.808958053588867
122,16.543,0.607,0.606,602,9863168,0.64,-0.06,0.027,-5.181203107221411,0.5697004199028015,0.0001,0.2,0.017953410214923936,7.15031667149395,0.3217459862385321,0.2,3005,1.1477131843566895,0.028027194,6.621061325073242
122,17.167,0.644,0.649,603,9879552,0.678,-0.062,0.027,-5.220504912380058,0.5671424865722656,0.0001,0.2,-0.0074929603932147055,7.122503881710243,0.3661099137931034,0.2,3010,2.74701189994812,0.06499483,6.721768379211426
122,18.049,0.656,0.648,604,9895936,0.685,-0.059,0.031,-5.098086206252965,0.5445227921009064,0.0001,0.2,0.005238435146961845,7.6916586611904,0.3362023305084746,0.2,3015,1.8641269207000732,0.042547762,6.375783920288086
122,17.817,0.624,0.663,605,9912320,0.664,-0.069,0.029,-5.13704624970754,0.5530405044555664,0.0001,0.2,0.02165768666115279,7.1876708507537845,0.3265625,0.2,3020,1.2688400745391846,0.028996991,7.67785120010376
122,16.864,0.643,0.622,606,9928704,0.672,-0.057,0.028,-5.0596149372604655,0.5632704496383667,0.0001,0.2,0.021369017647438735,7.223218778394303,0.32687205188679247,0.2,3025,1.1064047813415527,0.029740194,5.996795177459717
122,16.827,0.603,0.61,607,9945088,0.643,-0.066,0.026,-4.975550255305331,0.5462373197078705,0.0001,0.2,0.01323208745411584,7.299692781878189,0.32119278169014087,0.2,3030,1.4942231178283691,0.044463966,4.971832275390625
122,17.328,0.621,0.641,608,9961472,0.656,-0.063,0.028,-5.061988055277213,0.5681410729885101,0.0001,0.2,0.01529965035804956,6.922982185006999,0.35319244604316546,0.2,3035,1.4706363677978516,0.05177306,5.109210968017578
122,15.88,0.616,0.616,609,9977856,0.653,-0.064,0.026,-5.055064704054493,0.560731440782547,0.0001,0.2,-0.012601773840201608,7.320851111007949,0.3940677966101695,0.2,3040,3.116861581802368,0.050613053,5.430811882019043
122,17.123,0.611,0.625,610,9994240,0.647,-0.061,0.026,-5.189002627418155,0.5609317421913147,0.0001,0.2,-0.01419872102378329,7.156137506978041,0.3862404336734694,0.2,3045,3.104454517364502,0.05104969,6.3341779708862305
122,16.681,0.653,0.608,611,10010624,0.687,-0.062,0.028,-5.2103751870088795,0.5261412858963013,0.0001,0.2,0.016863584128576657,7.687695562377456,0.3316375968992248,0.2,3050,1.3633332252502441,0.078656316,6.183096885681152
122,16.329,0.587,0.613,612,10027008,0.631,-0.068,0.024,-5.211991483218049,0.545283317565918,0.0001,0.2,0.013278914768606017,7.148937114297527,0.3371682363013699,0.2,3055,1.5487570762634277,0.04598657,5.005064010620117
122,16.208,0.593,0.606,613,10043392,0.636,-0.068,0.024,-5.2632957657878885,0.543092668056488,0.0001,0.2,-0.02334358055914004,7.328947904428246,0.3972567695214106,0.2,3060,4.188513278961182,0.05529366,4.844912528991699
122,16.56,0.603,0.614,614,10059776,0.643,-0.064,0.024,-5.271127384939011,0.5767665505409241,0.0001,0.2,-0.017061893329925977,6.669488112637951,0.3799263535031847,0.2,3065,3.3358590602874756,0.04778024,5.381011962890625
122,17.447,0.653,0.621,615,10076160,0.682,-0.057,0.028,-5.298742423623295,0.5757647156715393,0.0001,0.2,-0.01457584619174822,6.858589173979678,0.3825476694915254,0.2,3070,3.1466500759124756,0.046381682,3.2916369438171387
122,15.523,0.562,0.575,616,10092544,0.607,-0.066,0.022,-5.372571636433802,0.554460883140564,0.0001,0.2,-0.007685959861895705,7.003184049979024,0.3849976053639847,0.2,3075,2.7608556747436523,0.06434014,4.540990829467773
122,17.255,0.591,0.613,617,10108928,0.637,-0.07,0.024,-5.34859796155963,0.5468714535236359,0.0001,0.2,-0.010605767790816333,7.102124680970844,0.37489035087719297,0.2,3080,3.0106449127197266,0.052027874,4.989681720733643
122,15.839,0.61,0.625,618,10125312,0.653,-0.069,0.027,-5.222554976198854,0.5496117472648621,0.0001,0.2,0.017077651383558743,7.236086050001513,0.29628413865546216,0.2,3085,1.2493343353271484,0.025590617,6.083155155181885
122,18.412,0.665,0.652,619,10141696,0.689,-0.055,0.031,-5.223704655965169,0.5587510764598846,0.0001,0.2,0.01025390732460297,7.3197551644765415,0.34099559294871795,0.2,3090,1.6437523365020752,0.043628514,6.160369396209717
122,17.623,0.648,0.627,620,10158080,0.677,-0.059,0.029,-5.263449886570806,0.5787064135074615,0.0001,0.2,-0.009823707033596609,6.724946022033691,0.37381114130434784,0.2,3095,2.928433418273926,0.049391277,5.436797618865967
122,15.797,0.601,0.603,621,10174464,0.641,-0.065,0.026,-5.384270836909612,0.5801701247692108,0.0001,0.2,-0.020389854461730767,6.859353878845771,0.4070027669270833,0.2,3100,4.066761255264282,0.04679602,4.687127113342285
122,17.651,0.633,0.65,622,10190848,0.669,-0.064,0.027,-5.38729190826416,0.5630198419094086,0.0001,0.2,0.015188603135554687,6.931220220482868,0.29913949275362317,0.2,3105,0.7254984378814697,0.02653825,5.5235466957092285
122,16.258,0.584,0.61,623,10207232,0.624,-0.065,0.026,-5.389377030833014,0.5762686431407928,0.0001,0.2,-0.02109135307730229,6.680381959882276,0.40052532327586204,0.2,3110,3.6579768657684326,0.050577734,5.652726173400879
122,17.516,0.667,0.632,624,10223616,0.697,-0.062,0.032,-5.35456069986871,0.568945974111557,0.0001,0.2,0.0026973614647508937,6.912814079446996,0.3464926861702128,0.2,3115,1.974487543106079,0.04119514,3.364981174468994
122,17.98,0.648,0.63,625,10240000,0.671,-0.053,0.03,-5.39265247643818,0.5919510722160339,0.0001,0.2,-0.0023292231283360914,6.5815789095267725,0.35933899769585254,0.2,3120,2.294217586517334,0.041754656,5.521551132202148
122,16.209,0.61,0.593,626,10256384,0.65,-0.068,0.028,-5.376564599098043,0.5760025680065155,0.0001,0.2,-0.010692078824954253,6.744103338701505,0.37970966312056736,0.2,3125,2.9858529567718506,0.049235467,4.65371036529541
122,16.688,0.607,0.615,627,10272768,0.645,-0.063,0.026,-5.362630351967768,0.5937187671661377,0.0001,0.2,-0.0013833668792124735,6.391962990848296,0.36528813073394495,0.2,3130,2.2891831398010254,0.04859529,4.137608528137207
122,15.796,0.6,0.587,628,10289152,0.638,-0.063,0.026,-5.35728197831374,0.5547401010990143,0.0001,0.2,-0.0037716713129009446,7.348164792753693,0.35323183760683763,0.2,3135,2.462311267852783,0.04029743,3.864145278930664
122,17.486,0.65,0.649,629,10305536,0.682,-0.06,0.028,-5.365595121772921,0.5472476780414581,0.0001,0.2,0.0020713898785678403,7.351680699659854,0.35941485969387754,0.2,3140,2.0756888389587402,0.040676314,6.539078712463379
122,16.509,0.564,0.603,630,10321920,0.611,-0.07,0.023,-5.363169664686376,0.569120466709137,0.0001,0.2,0.0041750437548299405,6.878012257543477,0.3421963778409091,0.2,3145,1.8820586204528809,0.04299429,5.172530174255371
122,16.708,0.595,0.607,631,10338304,0.637,-0.067,0.025,-5.451312282025168,0.5708396434783936,0.0001,0.2,-0.00966930249537802,6.7122791398733535,0.39327617328519854,0.2,3150,2.9196362495422363,0.04962658,6.409058570861816
122,19.081,0.645,0.665,632,10354688,0.672,-0.056,0.029,-5.4771736965117315,0.5675609707832336,0.0001,0.2,-0.015925580603813796,6.961364483600331,0.39691062703583063,0.2,3155,3.2368783950805664,0.04836433,4.3317131996154785
122,17.352,0.628,0.65,633,10371072,0.665,-0.065,0.028,-5.498241140328202,0.5475949645042419,0.0001,0.2,-0.007622267864644527,7.096010737325631,0.3816176470588235,0.2,3160,2.682973623275757,0.04320005,6.170156955718994
122,16.611,0.594,0.608,634,10387456,0.638,-0.068,0.023,-5.438723516743085,0.5653460323810577,0.0001,0.2,0.0053887711293254675,6.8483105235629615,0.3326937134502924,0.2,3165,1.8062353134155273,0.038366154,5.911006927490234
122,17.202,0.607,0.618,635,10403840,0.641,-0.062,0.027,-5.422798711320628,0.5552728474140167,0.0001,0.2,0.018861916503342596,7.139546643132749,0.2966202445652174,0.2,3170,0.9695899486541748,0.025746802,8.039896965026855
122,15.736,0.595,0.59,636,10420224,0.639,-0.069,0.025,-5.397062206268311,0.5648194551467896,0.0001,0.2,0.014846745462102049,6.83282039305743,0.27931985294117645,0.2,3175,0.9002852439880371,0.023912575,6.309947490692139
122,16.688,0.572,0.604,637,10436608,0.614,-0.066,0.024,-5.503441915074001,0.5730831027030945,0.0001,0.2,-0.01307763564548465,6.823310430816543,0.3778986307420495,0.2,3180,3.0275397300720215,0.051881414,3.8776214122772217
122,16.937,0.636,0.63,638,10452992,0.671,-0.063,0.028,-5.569541028983086,0.5473963618278503,0.0001,0.2,-0.013631504087446043,7.232235152546952,0.3703451655052265,0.2,3185,3.078983783721924,0.048673652,4.317322254180908
122,17.006,0.628,0.631,639,10469376,0.663,-0.064,0.029,-5.484108900159134,0.551409512758255,0.0001,0.2,0.0042201588171596974,7.310522198059398,0.3380019430051813,0.2,3190,2.0427474975585938,0.04061159,5.659807205200195
122,16.408,0.591,0.622,640,10485760,0.631,-0.067,0.027,-5.4407230583826705,0.5656976401805878,0.0001,0.2,-0.01668087411361436,6.947477490107218,0.378203125,0.2,3195,3.145486831665039,0.049097404,5.856685638427734
122,15.809,0.601,0.601,641,10502144,0.641,-0.065,0.024,-5.460897840670685,0.5850478708744049,0.0001,0.2,0.015210655733331371,6.80174849994147,0.3175722947761194,0.2,3200,1.4291527271270752,0.051350396,3.6903083324432373
122,16.922,0.585,0.614,642,10518528,0.622,-0.06,0.023,-5.43245973715911,0.565051257610321,0.0001,0.2,-0.022950958255426708,6.902088171726948,0.400464527027027,0.2,3205,3.90621018409729,0.050720423,2.821133613586426
122,17.645,0.631,0.643,643,10534912,0.665,-0.062,0.028,-5.412691591429884,0.5846651196479797,0.0001,0.2,-0.010676218958122886,6.594776419827538,0.38090214416058393,0.2,3210,2.8887124061584473,0.049754143,3.612312078475952
122,17.4,0.601,0.63,644,10551296,0.64,-0.064,0.024,-5.370442720443483,0.5856946408748627,0.0001,0.2,-0.01576840303660858,6.470533083355616,0.3838293650793651,0.2,3215,3.3704395294189453,0.047418166,5.230490207672119
122,17.054,0.608,0.605,645,10567680,0.647,-0.065,0.026,-5.336629854026416,0.5571556985378265,0.0001,0.2,0.013442625080281538,6.984037549783152,0.34746232269503546,0.2,3220,1.4762723445892334,0.04891481,4.1506853103637695
122,16.888,0.646,0.605,646,10584064,0.676,-0.059,0.028,-5.325876117563572,0.5475966334342957,0.0001,0.2,-0.015223552170367975,7.373546408958176,0.3840880102040816,0.2,3225,3.09431529045105,0.050692994,6.9124860763549805
122,17.303,0.591,0.626,647,10600448,0.638,-0.072,0.025,-5.287289238715356,0.5708534717559814,0.0001,0.2,0.020639494083128696,6.754419714905495,0.33006298449612403,0.2,3230,1.3633801937103271,0.10612205,6.087618827819824
122,16.64,0.602,0.599,648,10616832,0.641,-0.063,0.024,-5.305970772203192,0.5844758152961731,0.0001,0.2,0.008780044054679841,6.602504417120692,0.33942018072289154,0.2,3235,1.748701572418213,0.040568642,4.3940019607543945
122,17.017,0.639,0.621,649,10633216,0.667,-0.058,0.03,-5.337619332061417,0.5758518278598785,0.0001,0.2,0.004236290980687086,6.689536057669541,0.3498114224137931,0.2,3240,1.835834264755249,0.041134123,6.636693000793457
122,18.501,0.676,0.678,650,10649600,0.701,-0.054,0.029,-5.335529417773477,0.5751426517963409,0.0001,0.2,0.011627397146928155,6.785817677678626,0.32919730392156865,0.2,3245,1.609302282333374,0.043566946,4.333897113800049
122,18.302,0.658,0.658,651,10665984,0.689,-0.061,0.03,-5.290956513923511,0.5939211547374725,0.0001,0.2,-0.010526310721118199,6.671398395404481,0.38078399122807016,0.2,3250,3.0048305988311768,0.05562545,4.542109489440918
122,17.398,0.65,0.635,652,10682368,0.679,-0.059,0.029,-5.246902613412766,0.569890558719635,0.0001,0.2,-0.003204136077935497,6.937601045956687,0.367218501984127,0.2,3255,2.679185628890991,0.040849432,4.83475399017334
122,16.788,0.599,0.612,653,10698752,0.638,-0.065,0.026,-5.2011818753348456,0.5832381844520569,0.0001,0.2,0.004056918758174611,6.766868187321557,0.3374565972222222,0.2,3260,1.9030916690826416,0.04330651,3.699349880218506
122,17.389,0.602,0.629,654,10715136,0.636,-0.062,0.028,-5.305367260444455,0.5651068687438965,0.0001,0.2,0.0028821119584324885,7.221851481460943,0.357202743902439,0.2,3265,2.1753177642822266,0.040867507,6.453279495239258
122,16.921,0.603,0.595,655,10731520,0.644,-0.068,0.026,-5.355956593497854,0.5393036007881165,0.0001,0.2,-0.01366882938280946,7.509349283624868,0.3804047131147541,0.2,3270,3.2154736518859863,0.04865305,5.793328762054443
122,16.896,0.644,0.613,656,10747904,0.678,-0.063,0.029,-5.381885884358333,0.5629569590091705,0.0001,0.2,0.019904237870986646,7.068957149065458,0.32686298076923076,0.2,3275,1.3736090660095215,0.06683923,5.928576946258545
122,17.068,0.616,0.628,657,10764288,0.652,-0.063,0.027,-5.412496263617712,0.561909943819046,0.0001,0.2,-0.016149774474394044,7.1095328552043995,0.3927980132450331,0.2,3280,3.177029609680176,0.051854067,5.707793235778809
122,17.023,0.607,0.617,658,10780672,0.646,-0.065,0.027,-5.45096907219868,0.5724817514419556,0.0001,0.2,-0.006193361495411678,6.9488272591541875,0.37898344861660077,0.2,3285,2.6916663646698,0.043632697,5.0708441734313965
121,16.779,0.626,0.611,659,10797056,0.666,-0.067,0.027,-5.4190823666370695,0.5935864448547363,0.0001,0.2,-0.007781974444451341,6.669886058264405,0.3913378193430657,0.2,3290,2.8790268898010254,0.046801034,7.190568923950195
