rollout/episode_reward,rollout/episode_length,time/fps,rollout/rew_collision,rollout/rew_termination,rollout/total_reward,time/iterations,rollout/rew_surface_coverage_2d,time/total_timesteps,train/loss,train/approx_kl,time/training,train/value_loss,train/clip_range_vf,train/explained_variance,train/learning_rate,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/n_updates
0.609,19.145,114,-0.049,0.028,0.679,302,0.699,4947968,4.623380184173584,0.050613537,2.9713330268859863,7.002521345533173,0.2,0.5723617076873779,0.0001,0.2,-0.012193402191945191,0.3599676724137931,-4.306674149940754,1505
0.597,18.447,114,-0.061,0.022,0.615,303,0.655,4964352,10.350820541381836,0.02487293,1.0350987911224365,6.809163494865493,0.2,0.5773155987262726,0.0001,0.2,0.016475629900572913,0.28117264851485146,-4.306728953182107,1510
0.598,19.344,113,-0.061,0.027,0.607,304,0.64,4980736,8.310477256774902,0.024264604,0.9707338809967041,6.907882163399144,0.2,0.5655912756919861,0.0001,0.2,0.018518961515081558,0.2668585526315789,-4.253430818256579,1515
0.599,19.138,114,-0.069,0.023,0.565,305,0.611,4997120,4.968552589416504,0.102998614,1.325679063796997,7.3068889795347705,0.2,0.542706698179245,0.0001,0.2,0.019399239039120747,0.31183381782945735,-4.271066528882167,1520
0.64,19.777,114,-0.056,0.025,0.625,306,0.656,5013504,4.356023788452148,0.059656154,2.700024366378784,6.415979234891246,0.2,0.5968208909034729,0.0001,0.2,-0.0064903780810903235,0.3499881178707224,-4.291209072214569,1525
0.587,19.028,114,-0.058,0.023,0.604,307,0.639,5029888,4.736698627471924,0.02419443,1.1005990505218506,6.969236529876139,0.2,0.5667546093463898,0.0001,0.2,0.018923880414880603,0.2729264018691589,-4.2004936031092,1530
0.635,19.929,114,-0.06,0.022,0.604,308,0.641,5046272,6.398523330688477,0.072852775,1.3463482856750488,7.148890722714937,0.2,0.5551028549671173,0.0001,0.2,0.016883071999137217,0.2918269230769231,-4.207751956352821,1535
0.618,19.995,113,-0.063,0.022,0.578,309,0.618,5062656,4.925304889678955,0.04779668,2.9937314987182617,6.812966345107719,0.2,0.5687463879585266,0.0001,0.2,-0.011489875908073497,0.3562178938356164,-4.18238209616648,1540
0.61,18.649,113,-0.06,0.021,0.579,310,0.618,5079040,5.937881946563721,0.050313212,3.0134997367858887,7.113828816381441,0.2,0.5579316020011902,0.0001,0.2,-0.010821833292681242,0.35323660714285715,-4.193569424201031,1545
0.655,20.191,114,-0.061,0.026,0.636,311,0.671,5095424,5.5203328132629395,0.039923925,2.012373208999634,6.908462349249392,0.2,0.5879924595355988,0.0001,0.2,0.0016561413174305036,0.3268893494897959,-4.158290515140611,1550
0.627,19.945,113,-0.065,0.023,0.585,312,0.626,5111808,4.930108070373535,0.049332235,1.9625358581542969,6.930401162951404,0.2,0.5796286165714264,0.0001,0.2,0.0013508189430567607,0.3246891361256545,-4.146213857291256,1555
0.638,21.22,114,-0.048,0.028,0.673,313,0.694,5128192,5.191587448120117,0.051429216,1.3994224071502686,7.101661815362818,0.2,0.5718534290790558,0.0001,0.2,0.018757494207581177,0.30020680147058826,-4.109881853356081,1560
0.621,19.89,113,-0.053,0.028,0.654,314,0.679,5144576,5.6216607093811035,0.050252505,2.788989305496216,6.521787203410092,0.2,0.6059921681880951,0.0001,0.2,-0.008567787857507081,0.3615579044117647,-4.097749810884981,1565
0.647,20.737,113,-0.055,0.03,0.679,315,0.705,5160960,5.144911289215088,0.068897724,1.356823205947876,7.3788593140515415,0.2,0.5649347603321075,0.0001,0.2,0.02033909093447481,0.2927911931818182,-4.077310724691912,1570
0.606,19.415,114,-0.062,0.02,0.577,316,0.619,5177344,6.492582321166992,0.050790552,1.3745954036712646,6.935363620074828,0.2,0.5781053900718689,0.0001,0.2,0.019219932208921927,0.30911847014925375,-4.11871848177554,1575
0.593,19.429,113,-0.055,0.023,0.605,317,0.636,5193728,6.844804286956787,0.047755495,2.728992462158203,6.910006275682738,0.2,0.5723887979984283,0.0001,0.2,-0.006575375047484131,0.3389559659090909,-4.123280733823776,1580
0.617,19.48,113,-0.061,0.024,0.582,318,0.619,5210112,4.871142864227295,0.049978737,3.3718438148498535,6.599520645605395,0.2,0.5967835187911987,0.0001,0.2,-0.01616774438271769,0.3542695668693009,-4.105706219977521,1585
0.648,21.439,113,-0.046,0.026,0.656,319,0.676,5226496,4.295317649841309,0.04199824,1.5657341480255127,6.7347465578715004,0.2,0.5859355628490448,0.0001,0.2,0.009891789294779301,0.29098958333333336,-4.113175517717997,1590
0.62,19.979,113,-0.059,0.024,0.606,320,0.641,5242880,5.912856578826904,0.025618467,1.1443302631378174,6.576592807258878,0.2,0.5973410308361053,0.0001,0.2,0.019495927562404956,0.27748325892857145,-4.112689935735294,1595
0.627,20.866,113,-0.054,0.024,0.645,321,0.676,5259264,5.247018337249756,0.029188666,1.2660605907440186,6.678305005639549,0.2,0.5894463658332825,0.0001,0.2,0.020680237803759615,0.3012576219512195,-4.136790589588444,1600
0.629,20.454,113,-0.065,0.025,0.609,322,0.65,5275648,7.004103660583496,0.031513598,1.276735544204712,6.971479950412627,0.2,0.5802365243434906,0.0001,0.2,0.02251715518744482,0.32232862903225806,-4.158101752881081,1605
0.618,20.448,113,-0.062,0.024,0.615,323,0.653,5292032,3.9227943420410156,0.049369927,3.2205119132995605,6.927739808474544,0.2,0.5780421793460846,0.0001,0.2,-0.014191963905800123,0.3647350323624595,-4.126796169188416,1610
0.626,20.641,113,-0.055,0.025,0.635,324,0.665,5308416,5.404320240020752,0.02434537,0.7217340469360352,6.5152108805520195,0.2,0.595871239900589,0.0001,0.2,0.015079586913010904,0.2675223214285714,-4.105807416779655,1615
0.621,19.436,113,-0.061,0.024,0.616,325,0.654,5324800,6.040421962738037,0.04170925,1.928853988647461,6.792453816867767,0.2,0.5781027972698212,0.0001,0.2,0.00275421288003896,0.3347677139037433,-4.177033766068239,1620
0.595,18.85,113,-0.058,0.025,0.623,326,0.656,5341184,5.017589092254639,0.05053815,1.4015920162200928,6.785146930482653,0.2,0.5842145681381226,0.0001,0.2,0.014112078633021425,0.3219328703703704,-4.1472798983256025,1625
0.626,19.397,114,-0.062,0.023,0.619,327,0.658,5357568,4.415728569030762,0.04735172,1.5599756240844727,6.705993887625243,0.2,0.5839649736881256,0.0001,0.2,0.012370197831555024,0.3450863486842105,-4.180821225831383,1630
0.642,20.968,113,-0.054,0.03,0.665,328,0.689,5373952,4.892707824707031,0.05034922,2.9402103424072266,6.966991770894904,0.2,0.5781677067279816,0.0001,0.2,-0.010597572456064977,0.3495888157894737,-4.185164434031436,1635
0.6,18.803,113,-0.06,0.027,0.638,329,0.671,5390336,6.569219589233398,0.027205056,1.1672496795654297,6.309600131553516,0.2,0.6119677424430847,0.0001,0.2,0.023232086888400085,0.29372258771929827,-4.169471839018035,1640
0.629,20.269,114,-0.058,0.026,0.632,330,0.665,5406720,4.914048194885254,0.045619085,1.6141247749328613,6.822236856837182,0.2,0.5918222963809967,0.0001,0.2,0.011039290244981742,0.3239450636942675,-4.117805332135243,1645
0.613,19.304,113,-0.067,0.025,0.627,331,0.67,5423104,4.660150051116943,0.048758414,1.4219002723693848,6.924115132942474,0.2,0.5742708444595337,0.0001,0.2,0.014875449702518879,0.31491681654676257,-4.1025714685591,1650
0.639,20.322,113,-0.057,0.024,0.625,332,0.658,5439488,4.420710563659668,0.025332943,0.25605297088623047,6.343189334869384,0.2,0.5901303291320801,0.0001,0.2,0.013490372486412525,0.2578125,-4.06886004447937,1655
0.626,19.509,113,-0.063,0.025,0.585,333,0.623,5455872,3.5006659030914307,0.047993656,1.6939218044281006,6.913015302022298,0.2,0.5871136784553528,0.0001,0.2,0.010934596568007361,0.357907196969697,-4.0973747571309405,1660
0.631,21.329,114,-0.056,0.026,0.637,334,0.667,5472256,6.869612216949463,0.0419096,2.5572924613952637,6.620521420934593,0.2,0.592121958732605,0.0001,0.2,-0.0039676325881935984,0.35137424698795183,-4.102764846809418,1665
0.629,20.376,114,-0.062,0.023,0.6,335,0.639,5488640,7.376763820648193,0.025736978,0.7345240116119385,7.063220838705699,0.2,0.5727347433567047,0.0001,0.2,0.01778700202703476,0.2757161458333333,-4.09026958876186,1670
0.589,18.65,113,-0.067,0.023,0.585,336,0.628,5505024,6.295782566070557,0.08553113,1.3264951705932617,6.517244817674622,0.2,0.5939685702323914,0.0001,0.2,0.022716866409073968,0.3161942829457364,-4.087481491325438,1675
0.639,19.562,113,-0.066,0.023,0.622,337,0.665,5521408,6.147391319274902,0.05473365,4.346526622772217,7.098010330335469,0.2,0.5733975768089294,0.0001,0.2,-0.022927758403906234,0.38286790780141844,-4.050764261971692,1680
0.619,20.14,114,-0.068,0.023,0.577,338,0.622,5537792,3.7680435180664062,0.047526173,3.2726619243621826,7.391222186058572,0.2,0.5608132779598236,0.0001,0.2,-0.014688559380248658,0.3742138364779874,-4.02917280886908,1685
0.656,21.659,114,-0.051,0.028,0.686,339,0.709,5554176,5.202208995819092,0.04885469,3.3800230026245117,6.944739064792308,0.2,0.5690594911575317,0.0001,0.2,-0.015413860546243264,0.3669254954268293,-4.079414086370933,1690
0.666,21.457,113,-0.053,0.027,0.644,340,0.67,5570560,5.882628917694092,0.053186838,2.9915332794189453,6.763494175324325,0.2,0.5793876349925995,0.0001,0.2,-0.011750994487009508,0.36152276632302405,-4.058093254508841,1695
0.634,20.535,114,-0.057,0.029,0.656,341,0.683,5586944,4.127448081970215,0.05394205,2.844627618789673,6.569642694418181,0.2,0.5885478258132935,0.0001,0.2,-0.01044817490751993,0.3660875451263538,-4.098915329909066,1700
0.613,19.939,114,-0.062,0.023,0.58,342,0.62,5603328,6.371535301208496,0.059892822,2.682039737701416,6.849879690513757,0.2,0.5827639400959015,0.0001,0.2,-0.002870390598458805,0.35877634099616856,-4.0423743405104595,1705
0.654,20.534,114,-0.057,0.029,0.667,343,0.695,5619712,4.242310523986816,0.024434974,0.7427968978881836,6.662590987152523,0.2,0.5839711725711823,0.0001,0.2,0.013199425709899515,0.2786458333333333,-4.056865082846747,1710
0.592,18.576,114,-0.063,0.025,0.6,344,0.637,5636096,5.597341060638428,0.06818838,1.3461756706237793,6.767125195219316,0.2,0.5894896686077118,0.0001,0.2,0.02060225501457471,0.32251908396946566,-3.9683714604559746,1715
0.678,21.579,114,-0.067,0.026,0.659,345,0.699,5652480,4.915600776672363,0.05849678,2.672651767730713,6.624241583163922,0.2,0.5793420374393463,0.0001,0.2,-0.006378765889586737,0.346484375,-3.99280517743184,1720
0.593,19.127,114,-0.063,0.022,0.587,346,0.628,5668864,4.620878219604492,0.05824261,2.6696763038635254,6.415854661281292,0.2,0.6029938459396362,0.0001,0.2,-0.006685742259455415,0.35384615384615387,-3.9954589614501366,1725
0.625,20.134,114,-0.056,0.024,0.628,347,0.66,5685248,3.340611219406128,0.053788047,2.80080246925354,7.002036987206875,0.2,0.5742477476596832,0.0001,0.2,-0.008417367150549923,0.3588026556776557,-4.0202621671306344,1730
0.58,18.957,113,-0.064,0.025,0.611,348,0.65,5701632,5.355006694793701,0.0506561,3.3533787727355957,6.774324359893799,0.2,0.5787456333637238,0.0001,0.2,-0.01809749929091105,0.3635576923076923,-4.02230948814979,1735
0.602,18.386,114,-0.065,0.024,0.623,349,0.664,5718016,7.754397869110107,0.054951012,1.414477825164795,7.014486665311067,0.2,0.5673758685588837,0.0001,0.2,0.017350789793915508,0.3164628623188406,-3.958531193111254,1740
0.625,19.578,114,-0.063,0.023,0.616,350,0.656,5734400,3.6370842456817627,0.07740559,2.661113977432251,6.6927068910710075,0.2,0.5897806286811829,0.0001,0.2,-0.0040980904011584905,0.3541160019455253,-3.9142657634349183,1745
0.597,19.137,114,-0.063,0.021,0.549,351,0.592,5750784,6.770354270935059,0.04810818,3.0058069229125977,7.080488503795781,0.2,0.5697317123413086,0.0001,0.2,-0.01142546812021365,0.342947345890411,-3.9390840154804594,1750
0.586,18.388,114,-0.063,0.021,0.586,352,0.628,5767168,7.399983882904053,0.02887881,1.1187634468078613,7.286867596687527,0.2,0.5566226541996002,0.0001,0.2,0.01783854334931308,0.30275229357798167,-3.9244591817943326,1755
0.638,19.969,114,-0.064,0.026,0.615,353,0.653,5783552,4.366078853607178,0.053600874,4.107247352600098,6.584733507089448,0.2,0.6003705561161041,0.0001,0.2,-0.02329961965117314,0.38230341478696744,-4.0016735813073945,1760
0.593,18.213,114,-0.068,0.026,0.608,354,0.65,5799936,5.9987945556640625,0.06349391,1.3984036445617676,6.994205211891847,0.2,0.5776435732841492,0.0001,0.2,0.014804176777354716,0.3108915441176471,-3.9351495574502384,1765
0.667,21.544,114,-0.052,0.031,0.686,355,0.707,5816320,6.165982723236084,0.06456599,2.6561081409454346,7.435947283293849,0.2,0.547937422990799,0.0001,0.2,-0.007096416046193173,0.33923812984496127,-3.953157570010932,1770
0.615,19.438,114,-0.064,0.024,0.619,356,0.658,5832704,7.458739280700684,0.058163576,1.401540756225586,6.624960105784618,0.2,0.5941020846366882,0.0001,0.2,0.018479804447206268,0.3308622262773723,-4.00152949173085,1775
0.586,18.054,114,-0.067,0.023,0.588,357,0.633,5849088,4.020018100738525,0.038748786,1.9951450824737549,6.900846778731985,0.2,0.5802376568317413,0.0001,0.2,0.0007576275108017258,0.32353414948453607,-4.074579587916738,1780
0.58,18.323,114,-0.068,0.021,0.571,358,0.618,5865472,6.293886184692383,0.040542983,1.7806684970855713,6.9449785577839815,0.2,0.5728992521762848,0.0001,0.2,0.006382817841381177,0.3219737787356322,-4.090823609253456,1785
0.63,20.653,114,-0.057,0.022,0.613,359,0.648,5881856,5.412323951721191,0.16921058,1.347050428390503,7.1876282398517315,0.2,0.5600646734237671,0.0001,0.2,0.015559319241975362,0.28846153846153844,-4.085016542214614,1790
0.611,19.274,114,-0.069,0.021,0.557,360,0.604,5898240,8.39954948425293,0.026748527,1.020869493484497,6.780496077104048,0.2,0.5806030631065369,0.0001,0.2,0.015489938979347547,0.2944286616161616,-4.090135942805897,1795
0.608,19.227,114,-0.064,0.02,0.572,361,0.616,5914624,4.104563236236572,0.04639926,2.929594039916992,6.722861480712891,0.2,0.5901744067668915,0.0001,0.2,-0.011418243136518357,0.3482730263157895,-4.0590807253854315,1800
0.592,18.96,114,-0.058,0.026,0.627,362,0.659,5931008,4.945367813110352,0.04914483,3.2438504695892334,6.929710786304777,0.2,0.5725782215595245,0.0001,0.2,-0.01473652750904125,0.3571676587301587,-4.130962150815933,1805
0.649,20.402,114,-0.062,0.028,0.656,363,0.689,5947392,6.560556411743164,0.048228357,1.4939780235290527,7.0895706670037635,0.2,0.5703435838222504,0.0001,0.2,0.011381762718846057,0.30484913793103446,-4.111234227542219,1810
0.644,19.769,114,-0.06,0.026,0.638,364,0.671,5963776,4.547118186950684,0.040882234,1.5143828392028809,6.740574926943393,0.2,0.5907497704029083,0.0001,0.2,0.013360145193449146,0.3100717905405405,-4.043705663165531,1815
0.616,19.877,114,-0.059,0.024,0.598,365,0.633,5980160,6.631548881530762,0.025929146,1.1726784706115723,6.770345687866211,0.2,0.5968139469623566,0.0001,0.2,0.016643165582137413,0.28536184210526316,-4.06831259267372,1820
0.604,19.142,114,-0.055,0.024,0.622,366,0.653,5996544,5.243961811065674,0.05922051,4.004919052124023,7.1714936388118184,0.2,0.5711886584758759,0.0001,0.2,-0.024129549139048283,0.37839673913043476,-4.098203865158588,1825
0.643,20.245,114,-0.056,0.025,0.643,367,0.673,6012928,5.656413555145264,0.041670006,1.5001368522644043,7.041985466055674,0.2,0.5850574672222137,0.0001,0.2,0.012062044578208907,0.3103595890410959,-4.0567047171396755,1830
0.607,18.721,114,-0.061,0.024,0.605,368,0.642,6029312,4.813468933105469,0.07521081,1.3224396705627441,6.747559194416963,0.2,0.5931817293167114,0.0001,0.2,0.01599952200239943,0.3023255813953488,-4.112739197043485,1835
0.636,19.255,114,-0.065,0.025,0.61,369,0.651,6045696,3.945537567138672,0.050823204,2.9294285774230957,6.775865497087177,0.2,0.5955668389797211,0.0001,0.2,-0.012646180368437055,0.3575109649122807,-4.016699268106828,1840
0.611,19.224,114,-0.06,0.025,0.625,370,0.66,6062080,4.16694974899292,0.047394074,1.3943467140197754,6.906868992482915,0.2,0.594838410615921,0.0001,0.2,0.019136234042782557,0.3127297794117647,-4.001978483270197,1845
0.62,20.726,114,-0.059,0.029,0.663,371,0.693,6078464,5.613504886627197,0.042307205,1.9322936534881592,6.917344592987223,0.2,0.5843864381313324,0.0001,0.2,0.006536308735450531,0.34620179521276595,-4.0070325427867,1850
0.609,20.329,114,-0.055,0.025,0.622,372,0.652,6094848,7.494060516357422,0.049206384,3.094041347503662,6.876209567947641,0.2,0.582035630941391,0.0001,0.2,-0.014657249005876507,0.36695390365448505,-4.071724650867754,1855
0.614,19.917,114,-0.066,0.026,0.613,373,0.653,6111232,4.82650899887085,0.04754035,3.4344916343688965,6.687795195135626,0.2,0.5912939012050629,0.0001,0.2,-0.01670371337763003,0.37971565315315314,-4.020174683751287,1860
0.647,20.776,114,-0.057,0.027,0.639,374,0.67,6127616,5.703828811645508,0.027857892,1.075098991394043,7.056651333400182,0.2,0.5763131678104401,0.0001,0.2,0.018870487933357556,0.2990327380952381,-3.9792495477767216,1865
0.63,20.601,114,-0.059,0.025,0.639,375,0.673,6144000,4.557093143463135,0.040755562,1.7011864185333252,6.8866573136027265,0.2,0.5758203566074371,0.0001,0.2,0.008440854788826006,0.3051638719512195,-3.9958164415708404,1870
0.648,20.906,114,-0.057,0.026,0.657,376,0.688,6160384,5.291300296783447,0.060194023,4.002496957778931,6.870738793894188,0.2,0.5831722319126129,0.0001,0.2,-0.023205907866550784,0.38446359536082475,-3.997522245362862,1875
0.62,20.232,114,-0.07,0.023,0.59,377,0.637,6176768,4.336939811706543,0.068834215,1.3401596546173096,6.6080947986015905,0.2,0.5938799381256104,0.0001,0.2,0.019808518166582172,0.3016826923076923,-3.989816924241873,1880
0.615,19.815,114,-0.058,0.025,0.608,378,0.642,6193152,5.341068267822266,0.10033254,1.3189246654510498,6.704547578974288,0.2,0.5813495218753815,0.0001,0.2,0.02094424176643523,0.32013081395348836,-3.984215884245643,1885
0.627,19.589,114,-0.063,0.027,0.647,379,0.683,6209536,3.7288999557495117,0.04478533,2.916187286376953,6.6552924594135145,0.2,0.5905031263828278,0.0001,0.2,-0.00919845442664116,0.36089871453900707,-3.9883162561037864,1890
0.594,18.535,114,-0.065,0.022,0.607,380,0.65,6225920,4.669131755828857,0.045722354,2.9724721908569336,6.789438722042889,0.2,0.5791112780570984,0.0001,0.2,-0.012263186267902591,0.35575259515570934,-3.950158081252682,1895
0.613,19.568,113,-0.06,0.023,0.595,381,0.632,6242304,5.037607669830322,0.04435493,1.8461391925811768,6.990949124266199,0.2,0.5698809027671814,0.0001,0.2,0.00523655775061014,0.3283898305084746,-3.9448262311644475,1900
0.64,20.655,114,-0.057,0.026,0.629,382,0.661,6258688,4.572497367858887,0.04213398,2.1795690059661865,7.00991672164989,0.2,0.5771369636058807,0.0001,0.2,0.0013271219400196987,0.34058077830188677,-4.007408771874769,1905
0.604,18.311,114,-0.061,0.024,0.591,383,0.629,6275072,3.7776665687561035,0.04944456,3.22957444190979,6.784458807319592,0.2,0.571861743927002,0.0001,0.2,-0.014233887768024282,0.3691779458598726,-4.04178317944715,1910
0.641,20.569,114,-0.059,0.024,0.644,384,0.679,6291456,5.088817596435547,0.11150555,1.3260166645050049,7.121528387069702,0.2,0.5696707963943481,0.0001,0.2,0.016988129261159158,0.29772286821705424,-4.002272036648536,1915
0.659,20.309,114,-0.054,0.026,0.648,385,0.677,6307840,5.11379337310791,0.04910546,3.48447585105896,6.413163132527295,0.2,0.5973213613033295,0.0001,0.2,-0.017115713883300916,0.36806066176470587,-4.010779030884014,1920
0.643,19.913,114,-0.058,0.026,0.659,386,0.69,6324224,5.168798446655273,0.04290911,2.1582467555999756,6.357709949357169,0.2,0.6095156073570251,0.0001,0.2,0.0008736859696606795,0.35204613095238096,-4.00154663835253,1925
0.605,19.812,114,-0.065,0.026,0.647,387,0.686,6340608,4.93278169631958,0.07769788,1.3214242458343506,6.537094302879748,0.2,0.6016122102737427,0.0001,0.2,0.01968793268495983,0.3218265503875969,-3.957459486732187,1930
0.616,20.495,113,-0.066,0.027,0.648,388,0.687,6356992,5.1778788566589355,0.05893222,2.6722118854522705,7.034043937463027,0.2,0.563214510679245,0.0001,0.2,-0.006431907028532945,0.34771634615384617,-3.928968435067397,1935
0.625,19.603,114,-0.064,0.026,0.633,389,0.671,6373376,5.387499809265137,0.027180599,1.0905907154083252,6.801304637261157,0.2,0.5737851560115814,0.0001,0.2,0.018155855346330494,0.29097877358490565,-3.9425991886066942,1940
0.599,18.407,114,-0.06,0.026,0.606,390,0.641,6389760,6.2455339431762695,0.03976534,1.9581162929534912,6.652227667758339,0.2,0.5908519625663757,0.0001,0.2,0.00034778760746121404,0.31463815789473687,-3.9809447652415226,1945
0.647,21.398,114,-0.06,0.026,0.608,391,0.642,6406144,8.528186798095703,0.04374749,1.383521318435669,7.340415794457963,0.2,0.5552455484867096,0.0001,0.2,0.016937505002064045,0.2944846082089552,-4.015319594696386,1950
0.627,19.998,114,-0.064,0.023,0.606,392,0.646,6422528,5.251021862030029,0.04866469,3.854617118835449,6.566422668457031,0.2,0.5976934432983398,0.0001,0.2,-0.02160672964155674,0.3793125,-3.966030033747355,1955
0.631,20.448,114,-0.063,0.023,0.579,393,0.619,6438912,5.340061664581299,0.05239529,3.2311766147613525,6.788974934532529,0.2,0.5969739556312561,0.0001,0.2,-0.014856491860238805,0.3709325396825397,-3.98625515074957,1960
0.625,19.924,114,-0.062,0.025,0.615,394,0.653,6455296,3.048175811767578,0.051000856,2.8518900871276855,6.635734050393962,0.2,0.5896801650524139,0.0001,0.2,-0.009694615033917504,0.3536139838129496,-3.9609986860975086,1965
0.596,19.035,114,-0.072,0.022,0.589,395,0.639,6471680,7.607219696044922,0.052418236,2.994549512863159,7.007094014102015,0.2,0.5757729709148407,0.0001,0.2,-0.011271737027784874,0.3652478448275862,-3.9708998096400294,1970
0.634,20.531,114,-0.058,0.026,0.653,396,0.686,6488064,3.8761613368988037,0.116438255,1.3268492221832275,6.43871472048205,0.2,0.6049302816390991,0.0001,0.2,0.01818754335201179,0.30626211240310075,-3.984277682710988,1975
0.602,19.478,114,-0.062,0.023,0.602,397,0.642,6504448,4.0582275390625,0.04623845,1.432370662689209,6.273105525970459,0.2,0.6142800152301788,0.0001,0.2,0.013561215341490294,0.283203125,-4.0258595381464275,1980
0.612,19.758,114,-0.068,0.022,0.582,398,0.628,6520832,6.369839668273926,0.049697123,3.2275242805480957,6.720564164933125,0.2,0.5770640969276428,0.0001,0.2,-0.015194689665155806,0.3753483280254777,-4.061376666567128,1985
0.621,19.412,114,-0.061,0.023,0.618,399,0.657,6537216,4.398711681365967,0.052400555,2.8661346435546875,7.002086569079392,0.2,0.5727038979530334,0.0001,0.2,-0.010619517385611217,0.36359037769784175,-4.007082849097767,1990
0.62,20.074,114,-0.051,0.029,0.688,400,0.71,6553600,4.859606742858887,0.04641656,3.046962022781372,6.934405173804309,0.2,0.5781175196170807,0.0001,0.2,-0.01406675874652039,0.36095861486486486,-3.998490650106121,1995
0.63,20.522,114,-0.061,0.025,0.602,401,0.637,6569984,4.451198101043701,0.35766914,1.3202152252197266,6.391411644543788,0.2,0.6010243892669678,0.0001,0.2,0.019464012917650993,0.31837451550387597,-4.087470803149911,2000
0.59,18.79,114,-0.068,0.022,0.583,402,0.629,6586368,5.439881324768066,0.0698085,1.3596789836883545,6.8605421384175616,0.2,0.580605149269104,0.0001,0.2,0.016006671929393302,0.30711410984848486,-4.0685167547428245,2005
0.612,20.361,114,-0.057,0.028,0.658,403,0.686,6602752,3.8374884128570557,0.05118018,4.082561492919922,6.910564530593445,0.2,0.575806587934494,0.0001,0.2,-0.02389704137471796,0.3719982506361323,-4.020793669096387,2010
0.642,21.184,114,-0.066,0.025,0.607,404,0.648,6619136,3.4619271755218506,0.052395593,4.161076784133911,6.870333647313839,0.2,0.5710977911949158,0.0001,0.2,-0.02650214518621453,0.37616315136476425,-3.9790214587086186,2015
0.626,20.575,114,-0.054,0.025,0.642,405,0.671,6635520,2.770509719848633,0.047640137,2.9726321697235107,6.444917215149978,0.2,0.5946515202522278,0.0001,0.2,-0.01204264793898268,0.3621228448275862,-4.041164191837969,2020
0.634,19.726,114,-0.063,0.025,0.633,406,0.67,6651904,6.037192344665527,0.04702007,2.8467068672180176,7.058535301167032,0.2,0.5723874568939209,0.0001,0.2,-0.009496910116243838,0.3500905797101449,-3.9885076992753623,2025
0.602,19.539,114,-0.055,0.024,0.638,407,0.669,6668288,3.905349016189575,0.04051362,1.5967752933502197,6.4572126111676615,0.2,0.6038761734962463,0.0001,0.2,0.011067707031484573,0.3208165322580645,-4.009398155827676,2030
0.612,19.284,113,-0.064,0.024,0.59,408,0.631,6684672,6.108848571777344,0.083598755,2.6554346084594727,7.341999705199601,0.2,0.5558134615421295,0.0001,0.2,-0.005916669345116569,0.34633390077821014,-4.028159518186221,2035
0.611,19.439,114,-0.056,0.028,0.643,409,0.671,6701056,4.630866050720215,0.048329502,2.9338269233703613,7.192893580651619,0.2,0.567042350769043,0.0001,0.2,-0.011198187632236997,0.35048965669014087,-4.014065122940171,2040
0.61,19.909,114,-0.062,0.025,0.621,410,0.658,6717440,4.8805623054504395,0.039799474,2.6232099533081055,6.924573459625244,0.2,0.5750013291835785,0.0001,0.2,-0.005687517121434212,0.35075,-4.018747568130493,2045
0.651,20.569,114,-0.055,0.027,0.663,411,0.69,6733824,6.246542930603027,0.061990302,2.6917879581451416,7.051499015502348,0.2,0.5735310912132263,0.0001,0.2,-0.010296722881154704,0.32839336832061067,-4.010335521843597,2050
0.58,17.827,114,-0.07,0.02,0.564,412,0.615,6750208,6.69761848449707,0.050127786,3.631065845489502,6.643711496682748,0.2,0.5938482582569122,0.0001,0.2,-0.01935252024879199,0.37252124645892354,-4.011358301632803,2055
0.629,20.67,113,-0.062,0.025,0.604,413,0.641,6766592,4.797091960906982,0.04506718,1.4923808574676514,7.356196321290115,0.2,0.550267904996872,0.0001,0.2,0.013111706543713807,0.3220905172413793,-4.021035827439407,2060
0.627,21.05,114,-0.061,0.025,0.62,414,0.655,6782976,6.590428352355957,0.04127218,1.8227894306182861,7.170430188798635,0.2,0.5619182288646698,0.0001,0.2,0.002549008561014119,0.3381885593220339,-4.007502414412418,2065
0.629,21.279,114,-0.061,0.026,0.621,415,0.656,6799360,4.460838317871094,0.048526023,3.0490357875823975,6.774715959022342,0.2,0.5806247591972351,0.0001,0.2,-0.013434925618321205,0.3653198653198653,-4.0780151460307215,2070
0.607,19.774,113,-0.062,0.021,0.607,416,0.649,6815744,4.713769912719727,0.059359718,2.749652862548828,6.7858704435291575,0.2,0.5818566381931305,0.0001,0.2,-0.007366982047140265,0.35905433768656714,-4.092568166220366,2075
0.637,19.779,114,-0.056,0.028,0.646,417,0.675,6832128,4.752288818359375,0.046627387,1.7389578819274902,6.9255239723702156,0.2,0.5842918753623962,0.0001,0.2,0.0066904415866944214,0.33348742603550297,-4.07626362383013,2080
0.571,18.083,114,-0.07,0.019,0.558,418,0.609,6848512,4.896509647369385,0.051182333,1.3818597793579102,6.945797076048675,0.2,0.5817022621631622,0.0001,0.2,0.014666321990942513,0.31707175925925923,-4.045774608188205,2085
0.632,20.698,114,-0.061,0.022,0.581,419,0.619,6864896,4.652870178222656,0.041182145,2.1608569622039795,7.000751536233085,0.2,0.5657573938369751,0.0001,0.2,-0.002200137677469424,0.33604910714285713,-4.068860040392194,2090
