time/fps,rollout/rew_collision,time/iterations,rollout/total_reward,rollout/rew_surface_coverage_2d,rollout/episode_reward,rollout/rew_termination,rollout/episode_length,time/total_timesteps,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/value_loss,train/entropy_loss,train/loss,train/clip_range_vf,train/learning_rate,time/training,train/clip_fraction,train/explained_variance
254,-0.066,106,0.59,0.631,0.596,0.025,19.907,1736704,0.2,-0.037863626528996976,0.18854165,525,5.059824328124523,-3.0900073397904633,3.3541269302368164,0.2,0.0001,6.54785943031311,0.47982177734375,0.681440681219101
253,-0.06,107,0.567,0.602,0.595,0.025,21.186,1753088,0.2,0.010235401864692167,0.13136992,530,5.470059331472929,-3.0728306899199613,4.665615558624268,0.2,0.0001,2.2311947345733643,0.39016751126126126,0.6620119214057922
254,-0.065,108,0.527,0.57,0.542,0.022,18.506,1769472,0.2,-0.015414857029476587,0.187777,535,5.354301786983714,-3.096926636976354,3.8664710521698,0.2,0.0001,4.256891489028931,0.43779411764705883,0.6598889827728271
254,-0.067,109,0.575,0.619,0.571,0.023,18.877,1785856,0.2,0.03139787291487058,0.25502193,540,5.360181206244009,-3.064222049713135,2.6838159561157227,0.2,0.0001,1.3559463024139404,0.34641203703703705,0.663310706615448
254,-0.072,110,0.478,0.534,0.533,0.016,17.621,1802240,0.2,-0.034796390298288314,0.18990588,545,5.281198927015066,-3.0104132182896137,3.752953052520752,0.2,0.0001,6.412590265274048,0.47137451171875,0.6650816798210144
253,-0.064,111,0.563,0.605,0.589,0.022,20.182,1818624,0.2,-0.033295713720144705,0.19011588,550,5.291265322640538,-3.0372079480439425,3.9187185764312744,0.2,0.0001,6.476781129837036,0.48123779296875,0.660920649766922
253,-0.051,112,0.604,0.631,0.577,0.024,19.979,1835008,0.2,-0.03299545142919593,0.18491326,555,5.161349104222468,-3.076087068628382,3.2164597511291504,0.2,0.0001,6.227520704269409,0.4826892109500805,0.6754834949970245
253,-0.063,113,0.532,0.575,0.562,0.021,20.1,1851392,0.2,-0.006655240000758557,0.15000513,560,5.35037399096296,-3.0206997160277615,4.326100826263428,0.2,0.0001,3.4601545333862305,0.4182622832369942,0.658864825963974
254,-0.064,114,0.548,0.593,0.544,0.02,18.058,1867776,0.2,-0.03439327983360272,0.1957533,565,5.208562659472227,-3.0111910827457904,3.549208641052246,0.2,0.0001,6.4241156578063965,0.48861083984375,0.6651597321033478
253,-0.067,115,0.554,0.599,0.557,0.022,19.035,1884160,0.2,0.0010966639225321818,0.1680182,570,5.313088218230662,-2.97338031711511,3.964578628540039,0.2,0.0001,2.8468549251556396,0.40992159893992935,0.6627814769744873
253,-0.065,116,0.543,0.586,0.53,0.022,17.83,1900544,0.2,-0.03479746735611115,0.18258053,575,5.578433956578374,-3.012427767366171,3.7170045375823975,0.2,0.0001,6.432424306869507,0.47962646484375,0.6360794007778168
252,-0.065,117,0.549,0.595,0.554,0.019,19.082,1916928,0.2,-0.03188787277613301,0.18011656,580,5.913506823033094,-3.01557486243546,2.3525469303131104,0.2,0.0001,6.41158127784729,0.47762451171875,0.6211268305778503
254,-0.057,118,0.539,0.574,0.551,0.022,19.372,1933312,0.2,-0.0011199707162440945,0.1567477,585,5.664835418653339,-3.053422933088201,4.359792709350586,0.2,0.0001,3.224714756011963,0.415262539184953,0.6445304751396179
253,-0.067,119,0.509,0.558,0.562,0.017,19.489,1949696,0.2,-0.012505878838004214,0.28233546,590,5.413623454331739,-3.109412599038955,3.766061544418335,0.2,0.0001,3.908442497253418,0.44424807197943444,0.6555954217910767
254,-0.061,120,0.574,0.614,0.571,0.021,19.462,1966080,0.2,-0.03469463410001481,0.18002151,595,5.29022984020412,-3.1087206874042748,4.576613426208496,0.2,0.0001,6.453981637954712,0.489501953125,0.6604444980621338
254,-0.063,121,0.567,0.608,0.535,0.022,17.884,1982464,0.2,-0.03321950976652178,0.1989236,600,5.337954331626577,-3.0982569284675536,2.261577606201172,0.2,0.0001,6.053972959518433,0.47605888429752063,0.6607955694198608
252,-0.058,122,0.551,0.588,0.549,0.021,19.321,1998848,0.2,-0.006944617887689586,0.13656239,605,5.054988234158022,-3.1128413749028403,5.571404457092285,0.2,0.0001,3.3462047576904297,0.42526355421686746,0.6763773560523987
254,-0.058,123,0.556,0.592,0.537,0.022,18.303,2015232,0.2,-0.007502699411072006,0.13723043,610,5.055792535570535,-3.122459602626887,1.9270508289337158,0.2,0.0001,3.510349988937378,0.4292879971590909,0.6823015511035919
254,-0.066,124,0.538,0.583,0.527,0.021,17.804,2031616,0.2,0.03988903303779946,0.53864217,615,5.379300019213262,-3.1158654908187517,3.9486730098724365,0.2,0.0001,1.3092892169952393,0.35126431297709926,0.6625752449035645
253,-0.065,125,0.543,0.587,0.527,0.021,17.742,2048000,0.2,-0.03522846442137961,0.16990243,620,5.533213235810399,-3.125963789224625,2.5613083839416504,0.2,0.0001,6.418398857116699,0.476953125,0.6509661972522736
254,-0.07,126,0.536,0.584,0.54,0.022,18.505,2064384,0.2,-0.031632240831662536,0.20152777,625,5.560541288327363,-3.0960425073817626,3.930386781692505,0.2,0.0001,5.923990249633789,0.47534427966101694,0.6531864404678345
254,-0.069,127,0.526,0.575,0.547,0.02,19.121,2080768,0.2,-0.018911624651057456,0.17287676,630,5.252543261573223,-3.087268863789922,3.715916156768799,0.2,0.0001,4.4561989307403564,0.44688205417607224,0.6669615209102631
253,-0.055,128,0.591,0.622,0.574,0.024,20.643,2097152,0.2,-0.011408548338876404,0.41956496,635,5.199753779111449,-3.0925259141577888,3.476985216140747,0.2,0.0001,3.886111259460449,0.45533988402061853,0.6753925681114197
254,-0.064,129,0.536,0.579,0.538,0.021,17.684,2113536,0.2,-0.03448347825105884,0.19169423,640,5.193354592472315,-3.127551597729325,2.0767736434936523,0.2,0.0001,6.425553321838379,0.49290771484375,0.660800039768219
252,-0.065,130,0.545,0.589,0.551,0.021,18.745,2129920,0.2,0.033990278840065,0.4176775,645,5.762982867314265,-3.0314263527209944,3.51985502243042,0.2,0.0001,1.306962251663208,0.35216346153846156,0.6387410461902618
252,-0.062,131,0.561,0.603,0.583,0.02,19.321,2146304,0.2,-0.032777400920167565,0.18297522,650,5.555562989413739,-3.0446659427136185,2.9364161491394043,0.2,0.0001,6.4777562618255615,0.48033447265625,0.649059921503067
252,-0.063,132,0.541,0.585,0.536,0.02,18.253,2162688,0.2,-0.03125783842342841,0.19356482,655,5.344787502839621,-3.0878868370559744,3.111544132232666,0.2,0.0001,6.090821027755737,0.4668548886138614,0.6610028445720673
252,-0.069,133,0.532,0.58,0.566,0.021,18.449,2179072,0.2,-0.01827286793388896,0.19132617,660,5.236935649906193,-3.0818020959158203,2.393211841583252,0.2,0.0001,4.477308750152588,0.4556411880630631,0.665661633014679
252,-0.057,134,0.609,0.641,0.592,0.025,20.619,2195456,0.2,-0.022620191854303296,0.17410378,665,5.373851088855577,-3.037755070561948,3.917008399963379,0.2,0.0001,4.638287544250488,0.45589334239130436,0.6628381907939911
253,-0.068,135,0.527,0.575,0.556,0.021,18.636,2211840,0.2,0.0029212470954170576,0.16947748,670,5.551935996633277,-3.0846306961497096,4.485273361206055,0.2,0.0001,2.8569278717041016,0.4031698028673835,0.6466858088970184
253,-0.058,136,0.597,0.632,0.565,0.023,19.39,2228224,0.2,-0.035294281819369645,0.20094272,675,5.382017690688372,-3.090748566016555,2.4881389141082764,0.2,0.0001,6.44440770149231,0.4883544921875,0.6543326079845428
252,-0.068,137,0.518,0.566,0.523,0.02,17.249,2244608,0.2,-0.029652335915105882,0.20153232,680,5.284896280007902,-3.1262098617142793,2.7424392700195312,0.2,0.0001,5.6000659465789795,0.4727193671454219,0.6516018807888031
252,-0.063,138,0.57,0.609,0.514,0.023,17.365,2260992,0.2,-0.035258825756318404,0.19640529,685,5.404959981888533,-3.1567840848118065,2.5984506607055664,0.2,0.0001,6.460088729858398,0.49027099609375,0.6476418375968933
253,-0.07,139,0.524,0.573,0.55,0.02,19.467,2277376,0.2,-0.03477242400840623,0.19505736,690,5.423869401216507,-3.0977727845311165,3.4063518047332764,0.2,0.0001,6.471034526824951,0.483056640625,0.6541616916656494
254,-0.069,140,0.522,0.569,0.517,0.022,17.21,2293760,0.2,-0.034375012351665644,0.1921457,695,5.566182669624686,-3.1186876125633716,3.2540855407714844,0.2,0.0001,6.454396486282349,0.4792724609375,0.6545157134532928
254,-0.057,141,0.565,0.6,0.532,0.022,18.55,2310144,0.2,-0.004085855671239517,0.17899385,700,5.523855195608881,-3.1257616587262333,4.091524124145508,0.2,0.0001,3.493307113647461,0.42995767291066284,0.6475723385810852
253,-0.057,142,0.576,0.614,0.589,0.019,19.523,2326528,0.2,-0.033028075826309976,0.19250618,705,5.618555093190027,-3.0845281873430523,5.311241149902344,0.2,0.0001,6.3130528926849365,0.49032738095238093,0.6395868062973022
254,-0.058,143,0.552,0.589,0.552,0.021,18.841,2342912,0.2,-0.030816488215350546,0.19263785,710,5.71537332162261,-3.028112381324172,4.126638889312744,0.2,0.0001,6.4381983280181885,0.4771728515625,0.6410989761352539
254,-0.061,144,0.546,0.587,0.54,0.02,18.277,2359296,0.2,-0.03244234821904683,0.18872789,715,5.1889543302357195,-3.0953079123049974,3.089174509048462,0.2,0.0001,6.475290775299072,0.4828125,0.6646950244903564
