rollout/rew_collision,time/iterations,time/fps,rollout/episode_length,time/total_timesteps,rollout/rew_surface_coverage_2d,rollout/episode_reward,rollout/total_reward,rollout/rew_termination,train/clip_range,train/clip_fraction,train/value_loss,train/n_updates,train/approx_kl,train/explained_variance,train/learning_rate,train/clip_range_vf,time/training,train/policy_gradient_loss,train/loss,train/entropy_loss
-0.058,18,132,17.016,294912,0.621,0.557,0.585,0.021,0.2,0.3619004909365559,7.458196853222804,85,0.046492573,0.5387353301048279,0.0001,0.2,3.7463762760162354,-0.016280597624484326,6.672517776489258,-4.284732306471764
-0.053,19,131,20.551,311296,0.672,0.638,0.646,0.027,0.2,0.3444413716814159,7.2652011993712025,90,0.044212196,0.5337115824222565,0.0001,0.2,2.617584228515625,-0.0022733176201252285,7.076849937438965,-4.3035827189420175
-0.061,20,133,20.309,327680,0.655,0.638,0.619,0.025,0.2,0.3196936881188119,7.082969344488465,95,0.03739458,0.5529468953609467,0.0001,0.2,2.3063316345214844,-0.0005527188319085848,5.8141255378723145,-4.3215744731449846
-0.06,21,132,17.948,344064,0.653,0.584,0.619,0.027,0.2,0.36973110465116277,7.555736392043357,100,0.049032796,0.5319913029670715,0.0001,0.2,3.977649450302124,-0.018538354736276318,4.145937919616699,-4.243406640235768
-0.056,22,132,19.224,360448,0.666,0.631,0.636,0.026,0.2,0.3204967570754717,7.595080240717474,105,0.040071055,0.5281635820865631,0.0001,0.2,2.421160936355591,-0.0017642726251890636,6.932461738586426,-4.210515815132069
-0.054,23,132,21.69,376832,0.657,0.66,0.628,0.024,0.2,0.3008707061068702,7.052721838914711,110,0.06086422,0.5517620146274567,0.0001,0.2,1.4819042682647705,0.014495121030748346,6.6176934242248535,-4.227725491268944
-0.064,24,132,19.128,393216,0.643,0.607,0.603,0.024,0.2,0.3652805118110236,6.990444981832829,115,0.04707825,0.5543369650840759,0.0001,0.2,4.336760997772217,-0.020889206609769364,5.761392116546631,-4.281786290366505
-0.06,25,132,19.584,409600,0.636,0.612,0.6,0.024,0.2,0.3556534090909091,7.434516346671365,120,0.052541982,0.5354740917682648,0.0001,0.2,3.207042932510376,-0.008379709988155149,5.228544235229492,-4.262022502205588
-0.052,26,131,22.305,425984,0.704,0.687,0.681,0.029,0.2,0.3847444414316703,7.2131880265771695,125,0.051489785,0.5515602231025696,0.0001,0.2,5.292023181915283,-0.02920600329374252,5.086355209350586,-4.245870575211829
-0.06,27,132,19.501,442368,0.675,0.632,0.642,0.027,0.2,0.326150873655914,7.15516830772482,130,0.040352333,0.5605688691139221,0.0001,0.2,2.0872116088867188,0.003637365095557705,4.925343990325928,-4.269611979043612
-0.061,28,132,20.108,458752,0.688,0.624,0.656,0.029,0.2,0.3557105048859935,7.601884928899013,135,0.046880424,0.5253779888153076,0.0001,0.2,3.5094921588897705,-0.014979515462834691,5.900686264038086,-4.267787243721928
-0.05,29,132,20.45,475136,0.684,0.634,0.661,0.027,0.2,0.3832338483146067,7.150034128681997,140,0.052321725,0.5519832968711853,0.0001,0.2,5.016232967376709,-0.026964436743534013,4.523245811462402,-4.3025623455476225
-0.055,30,132,20.224,491520,0.643,0.622,0.613,0.025,0.2,0.31428912213740456,7.227397092426096,145,0.06213757,0.5442664623260498,0.0001,0.2,1.5197467803955078,0.02035834223657619,6.860686302185059,-4.311625444252073
-0.054,31,131,20.502,507904,0.659,0.647,0.63,0.025,0.2,0.3556770833333333,7.424024840990702,150,0.045629576,0.543859452009201,0.0001,0.2,3.4419217109680176,-0.013548713065683842,7.5171732902526855,-4.3445760162671405
-0.053,32,132,20.605,524288,0.669,0.637,0.643,0.027,0.2,0.2897677951388889,7.1357367601659565,155,0.039361864,0.5592707693576813,0.0001,0.2,1.6498849391937256,0.01535598600942952,4.8603596687316895,-4.358151925934686
-0.063,33,130,18.17,540672,0.662,0.592,0.625,0.026,0.2,0.30306208053691275,6.956308707294848,160,0.044585798,0.5697779655456543,0.0001,0.2,1.658560037612915,0.013168000522375907,6.643182754516602,-4.425727421805362
-0.064,34,131,19.878,557056,0.645,0.64,0.605,0.025,0.2,0.3690625,7.357891871929168,165,0.057939827,0.5538812577724457,0.0001,0.2,4.625237464904785,-0.024385981746017932,4.907176494598389,-4.343190017938614
-0.055,35,129,19.676,573440,0.659,0.614,0.63,0.025,0.2,0.3559938524590164,7.602343366966873,170,0.04512304,0.534801721572876,0.0001,0.2,3.521566867828369,-0.014658516233206773,5.1870551109313965,-4.2755230340801305
-0.054,36,130,21.777,589824,0.678,0.667,0.652,0.028,0.2,0.3501908396946565,7.077777564070607,175,0.052785266,0.5589210093021393,0.0001,0.2,2.993785858154297,-0.004602968824302195,4.797135829925537,-4.329407504496683
-0.055,37,129,20.918,606208,0.682,0.666,0.656,0.029,0.2,0.35702433628318586,6.733758936941096,180,0.04162164,0.5891062021255493,0.0001,0.2,2.574580430984497,-0.004562883246360363,4.796506404876709,-4.338317945995162
-0.049,38,129,19.676,622592,0.697,0.617,0.678,0.03,0.2,0.38756194933920707,7.408481439304772,185,0.050474107,0.5550385117530823,0.0001,0.2,5.2045676708221436,-0.028782306185673248,4.821631908416748,-4.286394880731725
-0.055,39,131,20.988,638976,0.695,0.66,0.669,0.029,0.2,0.29549632352941174,7.957402533843737,190,0.026497923,0.5137450098991394,0.0001,0.2,1.38958740234375,0.01909497326255596,6.101212024688721,-4.267719613403833
-0.056,40,132,20.948,655360,0.682,0.647,0.655,0.029,0.2,0.3396412037037037,7.554376863550257,195,0.05156398,0.5374822020530701,0.0001,0.2,3.1046857833862305,-0.008282035496085883,5.422819137573242,-4.270748217900594
-0.056,41,132,20.02,671744,0.693,0.646,0.667,0.03,0.2,0.3316048034934498,7.452681537278354,200,0.040694427,0.5508975684642792,0.0001,0.2,2.6192517280578613,-0.00011948496103286743,5.80599308013916,-4.24422446609064
-0.055,42,132,19.7,688128,0.675,0.633,0.646,0.027,0.2,0.36678985778443113,7.634287138898929,205,0.049682003,0.5506599247455597,0.0001,0.2,3.7004668712615967,-0.017697574910958726,5.7417144775390625,-4.229542725814317
-0.049,43,132,21.035,704512,0.696,0.652,0.677,0.03,0.2,0.38233173076923077,7.2541131740961315,210,0.06586528,0.5586293041706085,0.0001,0.2,4.403775691986084,-0.02362506919277784,4.722648620605469,-4.225400200868264
-0.055,44,132,19.969,720896,0.673,0.648,0.648,0.03,0.2,0.3382445469798658,7.310492742781671,215,0.04672267,0.5593631565570831,0.0001,0.2,1.6915531158447266,0.01673277890647218,5.268703937530518,-4.22969150223188
-0.062,45,132,19.912,737280,0.633,0.621,0.595,0.024,0.2,0.2878289473684211,7.413383147591039,220,0.026998457,0.5602001845836639,0.0001,0.2,1.0736615657806396,0.022275855264773495,8.108436584472656,-4.223265381863243
-0.069,46,131,18.556,753664,0.633,0.606,0.59,0.026,0.2,0.3114346590909091,7.1777359545230865,225,0.04156897,0.5463017523288727,0.0001,0.2,2.0100533962249756,0.004387229358227077,7.790492057800293,-4.264172849330035
-0.057,47,131,19.849,770048,0.718,0.658,0.693,0.032,0.2,0.3754678143712575,7.4811084270477295,230,0.04834772,0.5446792244911194,0.0001,0.2,3.85977840423584,-0.01669078539153505,8.144861221313477,-4.25627967197738
-0.056,48,132,21.798,786432,0.695,0.681,0.669,0.03,0.2,0.3482805365296804,6.982045312994692,235,0.040538862,0.5811061561107635,0.0001,0.2,2.460160255432129,-0.0020519553058563848,4.585693359375,-4.2946896836093575
-0.061,49,131,19.907,802816,0.651,0.644,0.615,0.026,0.2,0.27111235119047616,7.334133131163461,240,0.023518458,0.5665707886219025,0.0001,0.2,0.9660296440124512,0.01731869261268349,5.7645416259765625,-4.199166524977911
-0.059,50,132,19.962,819200,0.701,0.637,0.674,0.031,0.2,0.29493701550387597,7.586267190386159,245,0.09695496,0.550720602273941,0.0001,0.2,1.4331674575805664,0.01862222338167503,6.484284400939941,-4.21863625955212
-0.059,51,131,20.756,835584,0.657,0.662,0.623,0.025,0.2,0.3113908179012346,7.580214756506461,250,0.04389887,0.5530557334423065,0.0001,0.2,1.8236815929412842,0.006731960787380367,5.747567653656006,-4.202588010717322
-0.064,52,131,19.46,851968,0.613,0.626,0.572,0.023,0.2,0.3085643796992481,7.756461727888064,255,0.0628017,0.5367737114429474,0.0001,0.2,1.4895820617675781,0.016426445209050088,7.393952369689941,-4.200099538143416
-0.055,53,130,21.072,868352,0.707,0.656,0.681,0.03,0.2,0.30585430194805197,7.29141911902985,260,0.044280533,0.5515753924846649,0.0001,0.2,1.726069688796997,0.010989691439241944,6.251364707946777,-4.145682570222136
-0.06,54,130,19.766,884736,0.689,0.645,0.658,0.029,0.2,0.35886838737201365,7.349332217063513,265,0.05078138,0.5578241050243378,0.0001,0.2,3.343618154525757,-0.010702202957975377,6.508589744567871,-4.151417411634946
-0.059,55,127,18.966,901120,0.653,0.609,0.62,0.026,0.2,0.34421816479400746,7.517117943210102,270,0.051274136,0.5637860298156738,0.0001,0.2,3.131648540496826,-0.006025345833825596,8.303269386291504,-4.142222904533929
-0.059,56,128,20.472,917504,0.655,0.637,0.623,0.026,0.2,0.3766149870801034,7.127196637234946,275,0.060598355,0.5716937482357025,0.0001,0.2,4.279662370681763,-0.022113424473146136,5.365357875823975,-4.193741784847368
-0.053,57,129,19.61,933888,0.68,0.626,0.657,0.03,0.2,0.30301765267175573,6.928316291051966,280,0.060090642,0.5805941224098206,0.0001,0.2,1.4421496391296387,0.018052430087629395,5.903056621551514,-4.231482132700563
-0.058,58,126,19.106,950272,0.66,0.604,0.63,0.027,0.2,0.31333492366412213,7.162349613568255,285,0.071790606,0.5704904496669769,0.0001,0.2,1.4204864501953125,0.02239530382834318,5.869003772735596,-4.305527616093177
-0.057,59,128,18.799,966656,0.667,0.607,0.638,0.028,0.2,0.25138608870967744,7.492442315624606,290,0.024174174,0.5403043031692505,0.0001,0.2,0.7040801048278809,0.011512465564714323,5.4326934814453125,-4.306694515289799
-0.061,60,128,19.052,983040,0.652,0.624,0.614,0.023,0.2,0.3820485015772871,7.704884578752969,295,0.054048307,0.5417568981647491,0.0001,0.2,3.5228207111358643,-0.01440218794644349,5.377092361450195,-4.298228086357237
-0.061,61,127,19.133,999424,0.685,0.624,0.65,0.026,0.2,0.37461614884393063,7.205947480449787,300,0.05058253,0.5653802454471588,0.0001,0.2,3.7849881649017334,-0.01873639837779492,8.278548240661621,-4.256858767112556
-0.05,62,129,19.169,1015808,0.68,0.615,0.659,0.029,0.2,0.29932013358778625,7.660793482802297,305,0.05541992,0.5554041266441345,0.0001,0.2,1.4884655475616455,0.01835307683653504,6.844265937805176,-4.193283041014926
-0.062,63,129,18.184,1032192,0.671,0.616,0.636,0.027,0.2,0.26728219696969696,7.431444912245779,310,0.025218278,0.5458646714687347,0.0001,0.2,0.7562394142150879,0.012884307285827217,6.54069709777832,-4.162665027560609
-0.053,64,129,18.68,1048576,0.707,0.618,0.686,0.032,0.2,0.3043212890625,7.702464111149311,315,0.02965755,0.5394484102725983,0.0001,0.2,1.437607765197754,0.024356273337616585,10.286505699157715,-4.13874183036387
-0.062,65,130,18.698,1064960,0.647,0.603,0.61,0.026,0.2,0.3627297794117647,7.5769146533573375,320,0.04571968,0.5439790487289429,0.0001,0.2,3.754852056503296,-0.01635805249268956,6.167110443115234,-4.090160425971536
-0.066,66,129,17.968,1081344,0.628,0.6,0.585,0.023,0.2,0.3460020017793594,7.893244353053409,325,0.04708579,0.5206421911716461,0.0001,0.2,3.2183027267456055,-0.00782979188447162,4.891360282897949,-4.099273157289444
-0.063,67,129,19.074,1097728,0.635,0.611,0.596,0.024,0.2,0.27810801630434784,7.3553879779318105,330,0.024641706,0.5556130111217499,0.0001,0.2,1.0286438465118408,0.016763026866575947,5.146485328674316,-4.147125091241754
-0.058,68,129,20.065,1114112,0.686,0.642,0.656,0.028,0.2,0.3515625,7.863925424759074,335,0.05254016,0.523936003446579,0.0001,0.2,3.1282832622528076,-0.01324826753714861,6.729469299316406,-4.203860043630906
-0.067,69,131,19.617,1130496,0.639,0.631,0.595,0.023,0.2,0.29270038167938933,7.330509917426656,340,0.06382796,0.5599914193153381,0.0001,0.2,1.4574472904205322,0.019290241718519736,4.621397495269775,-4.207848741808011
-0.062,70,131,19.197,1146880,0.645,0.632,0.607,0.023,0.2,0.2902552480916031,7.861173029164322,345,0.04966068,0.5286475121974945,0.0001,0.2,1.5137481689453125,0.016080414620405846,5.705320358276367,-4.207556233151268
-0.061,71,131,19.768,1163264,0.682,0.642,0.65,0.029,0.2,0.2988564311594203,7.699901173080224,350,0.046071783,0.5401778221130371,0.0001,0.2,1.532188892364502,0.018242162004437134,7.356777191162109,-4.219193192495816
-0.066,72,131,19.214,1179648,0.638,0.632,0.597,0.025,0.2,0.34275568181818183,7.304595166986639,355,0.052702703,0.5628333687782288,0.0001,0.2,3.035489320755005,-0.007909635867584836,5.177484512329102,-4.2363237675753505
-0.062,73,132,19.216,1196032,0.659,0.626,0.624,0.027,0.2,0.3343813516260163,7.631421298515506,360,0.04087594,0.5462106466293335,0.0001,0.2,2.835364818572998,-0.005316594590970535,4.0305352210998535,-4.246318037916974
-0.062,74,130,20.053,1212416,0.656,0.649,0.62,0.026,0.2,0.3344334893048128,7.259160906235802,365,0.04102082,0.5604915916919708,0.0001,0.2,2.0273516178131104,0.005551990901025381,5.5056047439575195,-4.261418082497337
-0.055,75,131,20.32,1228800,0.676,0.655,0.649,0.028,0.2,0.37182879704301075,7.39931849254075,370,0.047290955,0.5573982298374176,0.0001,0.2,4.047227144241333,-0.021459424783105172,3.6095333099365234,-4.272107566556623
-0.062,76,132,19.523,1245184,0.63,0.632,0.593,0.025,0.2,0.33361164122137404,7.168511986732483,375,0.054506708,0.5752716958522797,0.0001,0.2,2.9661991596221924,-0.006153739846617211,6.542789459228516,-4.220790600958671
-0.056,77,128,21.108,1261568,0.668,0.666,0.64,0.027,0.2,0.34900959645669294,7.436598914814747,380,0.043124378,0.5580349564552307,0.0001,0.2,2.8430302143096924,-0.003347938777658883,5.081636428833008,-4.180230448565145
-0.056,78,129,21.001,1277952,0.691,0.668,0.665,0.03,0.2,0.38485421166306694,7.421374593388699,385,0.054569468,0.5607042610645294,0.0001,0.2,5.2541608810424805,-0.030816239590472975,5.558987617492676,-4.209631471860486
-0.047,79,131,19.436,1294336,0.702,0.628,0.686,0.03,0.2,0.3377604166666667,7.085867572966076,390,0.041062158,0.5834734439849854,0.0001,0.2,2.3575053215026855,-0.0004151189300630774,5.87019157409668,-4.234670590219044
-0.055,80,132,18.754,1310720,0.645,0.601,0.615,0.024,0.2,0.37876863143631434,7.329316955917896,395,0.048757203,0.5591418743133545,0.0001,0.2,4.0292840003967285,-0.020822937347923676,5.391639232635498,-4.203152296019764
-0.06,81,131,20.019,1327104,0.695,0.652,0.664,0.029,0.2,0.327305506993007,7.098306712570724,400,0.04589725,0.5771214067935944,0.0001,0.2,1.6218831539154053,0.015243446125512148,4.162182331085205,-4.192420576002214
-0.056,82,133,20.182,1343488,0.673,0.647,0.644,0.027,0.2,0.33973052536231885,7.02858092819435,405,0.05035206,0.5830870270729065,0.0001,0.2,3.1120564937591553,-0.011786521505227016,5.249638557434082,-4.269602982030398
-0.054,83,133,19.977,1359872,0.703,0.65,0.677,0.028,0.2,0.3062977099236641,7.488711535475637,410,0.0571162,0.5567537844181061,0.0001,0.2,1.441955327987671,0.0208124709422238,6.411276817321777,-4.208084117365248
-0.057,84,133,19.834,1376256,0.669,0.629,0.641,0.028,0.2,0.3461112406716418,6.9658992753100035,415,0.05411914,0.5778119564056396,0.0001,0.2,2.991345167160034,-0.010510551154182585,6.2746686935424805,-4.25446833781342
-0.064,85,132,21.456,1392640,0.66,0.656,0.621,0.025,0.2,0.28031716417910446,7.133883152435075,420,0.059558403,0.5765152871608734,0.0001,0.2,1.3982048034667969,0.01767911591024986,6.84611701965332,-4.234770885154383
-0.062,86,132,19.651,1409024,0.68,0.647,0.645,0.028,0.2,0.3518258426966292,7.303541787108232,425,0.05912348,0.5626174509525299,0.0001,0.2,2.975205659866333,-0.007221140267418118,5.936698913574219,-4.280120066489173
-0.056,87,133,20.336,1425408,0.684,0.647,0.658,0.03,0.2,0.37683502906976746,7.193695688247681,430,0.055726115,0.570201963186264,0.0001,0.2,4.78522253036499,-0.02778996869618463,6.610347747802734,-4.202116379626962
-0.054,88,133,20.498,1441792,0.707,0.655,0.686,0.033,0.2,0.34532374100719426,7.745783186644959,435,0.051107053,0.5345823466777802,0.0001,0.2,3.0380330085754395,-0.009046065949385972,4.696319103240967,-4.191850564462675
-0.054,89,133,22.146,1458176,0.709,0.685,0.688,0.032,0.2,0.3069661458333333,6.9477656119399605,440,0.045340627,0.5828917920589447,0.0001,0.2,1.5382804870605469,0.012656886787024431,3.932725429534912,-4.180471575922436
-0.054,90,133,21.011,1474560,0.691,0.667,0.666,0.029,0.2,0.3408542471042471,7.015241105584104,445,0.055636585,0.5765945017337799,0.0001,0.2,2.8915796279907227,-0.006323500608299,4.2574238777160645,-4.2000299862452914
-0.055,91,133,20.728,1490944,0.692,0.669,0.664,0.027,0.2,0.35181451612903225,7.825474513474331,450,0.048955332,0.5362827181816101,0.0001,0.2,3.146432638168335,-0.010871918154312932,4.850689888000488,-4.167562847923635
-0.054,92,132,21.592,1507328,0.699,0.686,0.677,0.033,0.2,0.35568985849056606,6.66214485288416,455,0.048736352,0.597285807132721,0.0001,0.2,3.5400242805480957,-0.01474182862120698,4.416574001312256,-4.198272147268619
-0.056,93,132,19.62,1523712,0.704,0.651,0.675,0.027,0.2,0.3729260631443299,7.290261405030477,460,0.05641498,0.5726824998855591,0.0001,0.2,4.450937747955322,-0.02151597110487367,5.112351894378662,-4.150590915040872
-0.053,94,133,21.455,1540096,0.72,0.677,0.7,0.033,0.2,0.35028935185185184,7.503260947156836,465,0.055464607,0.5641694068908691,0.0001,0.2,2.9376611709594727,-0.007977759734623962,6.7688188552856445,-4.136431139486807
-0.065,95,133,19.173,1556480,0.684,0.635,0.648,0.029,0.2,0.3682437818877551,7.109254187467147,470,0.061422843,0.570902943611145,0.0001,0.2,4.3703696727752686,-0.022596581620449314,3.6407957077026367,-4.170828065093683
-0.055,96,132,20.616,1572864,0.665,0.655,0.637,0.028,0.2,0.3344013342696629,7.447577915834577,475,0.041320004,0.5620004236698151,0.0001,0.2,1.9481282234191895,0.007423715346775363,5.845958232879639,-4.155080203259929
-0.059,97,133,20.303,1589248,0.654,0.657,0.621,0.026,0.2,0.29484247967479676,7.1120165848150485,480,0.027828189,0.5777982175350189,0.0001,0.2,1.4207873344421387,0.018889395913820925,5.698357105255127,-4.114719441266564
-0.054,98,133,21.171,1605632,0.711,0.68,0.687,0.029,0.2,0.3193027210884354,7.478961902410806,485,0.04661365,0.5627902150154114,0.0001,0.2,1.6373567581176758,0.014048019417745321,5.31708288192749,-4.173273920201931
-0.056,99,134,21.01,1622016,0.664,0.666,0.634,0.026,0.2,0.29961622807017546,7.170983590577778,490,0.027428407,0.5734943449497223,0.0001,0.2,1.3246896266937256,0.018835749219808923,6.657452583312988,-4.17510031398974
-0.062,100,133,18.784,1638400,0.649,0.595,0.612,0.025,0.2,0.3634684504792332,7.212236958951615,495,0.048186954,0.576929122209549,0.0001,0.2,3.5526983737945557,-0.014064738851266738,6.54789400100708,-4.207253198654126
-0.058,101,133,20.232,1654784,0.686,0.653,0.658,0.03,0.2,0.3269662081339713,7.271912588457171,500,0.039792426,0.566961258649826,0.0001,0.2,2.245013475418091,0.0006979116323319348,4.555569171905518,-4.2169027887462995
-0.054,102,133,19.43,1671168,0.695,0.651,0.671,0.03,0.2,0.3213900862068966,7.418871508443297,505,0.03984495,0.5669683516025543,0.0001,0.2,2.3008387088775635,0.0013908423790754063,5.707910060882568,-4.189048339580667
-0.057,103,133,19.398,1687552,0.679,0.622,0.65,0.027,0.2,0.2995895127118644,7.409062167345467,510,0.028124245,0.5713333785533905,0.0001,0.2,1.2522289752960205,0.01785636188509732,6.424165725708008,-4.180910849975327
-0.058,104,133,19.774,1703936,0.687,0.639,0.658,0.029,0.2,0.3075206043956044,7.589651453626025,515,0.038858183,0.5505509078502655,0.0001,0.2,2.073957681655884,0.0020861302011206256,6.025798320770264,-4.1930199193430475
-0.056,105,133,19.707,1720320,0.666,0.624,0.636,0.027,0.2,0.3197006777108434,7.56931748447648,520,0.042756546,0.5574831068515778,0.0001,0.2,1.8829236030578613,0.00730597619135606,7.606481552124023,-4.1656662498612
-0.055,106,133,21.221,1736704,0.69,0.664,0.663,0.028,0.2,0.35561342592592593,7.667856898131194,525,0.05390703,0.5414835214614868,0.0001,0.2,3.0246126651763916,-0.008945993658293176,4.329423427581787,-4.099820928220396
-0.053,107,133,20.393,1753088,0.719,0.661,0.696,0.03,0.2,0.3037909836065574,6.941365570318504,530,0.028432166,0.589555025100708,0.0001,0.2,1.4194538593292236,0.0198192200318101,6.198807716369629,-4.115505935715848
-0.06,108,133,19.675,1769472,0.682,0.651,0.65,0.027,0.2,0.3184606481481482,7.296375101583975,535,0.04966454,0.5716756880283356,0.0001,0.2,1.4555611610412598,0.017264151255841607,4.393296241760254,-4.164736009527136
-0.046,109,133,20.973,1785856,0.709,0.657,0.696,0.032,0.2,0.30044642857142856,7.399705893652779,540,0.054564726,0.5638273656368256,0.0001,0.2,1.620689868927002,0.014736803784035146,5.279167652130127,-4.123250138759613
-0.052,110,133,20.768,1802240,0.687,0.661,0.666,0.031,0.2,0.3759214743589744,7.531597450451973,545,0.060670346,0.545455127954483,0.0001,0.2,4.426647663116455,-0.020765482634305953,4.4662089347839355,-4.146682754541055
-0.064,111,133,19.499,1818624,0.683,0.644,0.647,0.027,0.2,0.3102532679738562,7.560927300671347,550,0.03995414,0.55427485704422,0.0001,0.2,1.7153599262237549,0.009085105659038412,4.456497669219971,-4.058269073760587
-0.055,112,133,20.531,1835008,0.703,0.668,0.675,0.027,0.2,0.3646478328173375,7.639006408006414,555,0.048316978,0.5534925758838654,0.0001,0.2,3.5758917331695557,-0.015245505339024882,4.762734413146973,-4.141222859314721
-0.06,113,132,19.662,1851392,0.666,0.638,0.633,0.027,0.2,0.34930313588850176,7.602668569478424,560,0.046478257,0.558697521686554,0.0001,0.2,3.243140935897827,-0.0102880992164076,7.156052589416504,-4.162288437321626
-0.06,114,133,20.828,1867776,0.654,0.659,0.621,0.027,0.2,0.3301736111111111,7.564828730689155,565,0.038351856,0.5508882105350494,0.0001,0.2,2.4567341804504395,-0.0012413213898738226,8.471879959106445,-4.18745939148797
-0.058,115,133,19.488,1884160,0.673,0.629,0.643,0.028,0.2,0.3120949074074074,6.8621880178098325,570,0.05414336,0.5844454765319824,0.0001,0.2,1.522815227508545,0.014564437360537273,4.816117286682129,-4.124742264217801
-0.059,116,133,18.176,1900544,0.671,0.624,0.639,0.027,0.2,0.36807839912280704,7.439092535721628,575,0.04865257,0.5662683248519897,0.0001,0.2,3.8491528034210205,-0.01844229167381748,6.277318954467773,-4.132711858777275
-0.057,117,133,19.734,1916928,0.695,0.647,0.666,0.029,0.2,0.34479166666666666,7.823528445561727,580,0.050159216,0.5471163690090179,0.0001,0.2,3.413755416870117,-0.011261729511121909,7.295917510986328,-4.085243082841237
-0.063,118,133,18.955,1933312,0.66,0.628,0.625,0.028,0.2,0.3275753768844221,7.2830347990869875,585,0.04045724,0.5647742450237274,0.0001,0.2,2.2619125843048096,0.000268884906404881,5.693800449371338,-4.092827517782624
-0.053,119,134,19.647,1949696,0.697,0.645,0.674,0.03,0.2,0.35726968344155846,7.471207696122009,590,0.048468642,0.5664014220237732,0.0001,0.2,3.425586462020874,-0.014474707090162806,4.575272083282471,-4.067962850069071
