rollout/rew_surface_coverage_2d,time/iterations,rollout/rew_collision,time/total_timesteps,rollout/episode_reward,time/fps,rollout/episode_length,rollout/rew_termination,rollout/total_reward,time/training,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates,train/clip_range_vf,train/loss,train/policy_gradient_loss,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction
0.605,235,-0.059,3850240,0.573,257,19.421,0.021,0.567,6.4157562255859375,0.1922696,0.2,0.0001,1170,0.2,2.833397388458252,-0.03324338530583191,-2.8956951458007096,5.997762868180871,0.6226090788841248,0.49603271484375
0.579,236,-0.067,3866624,0.551,257,18.776,0.021,0.533,3.425065755844116,0.16270782,0.2,0.0001,1175,0.2,3.2607386112213135,-0.005510861508767394,-2.9222453278653764,5.7740925550460815,0.6213505566120148,0.4532858455882353
0.605,237,-0.061,3883008,0.551,256,18.412,0.022,0.565,1.4322888851165771,0.15696065,0.2,0.0001,1180,0.2,3.0303313732147217,0.03065316398608518,-2.9277656395118554,5.456549012577617,0.6468011438846588,0.3585008741258741
0.586,238,-0.059,3899392,0.538,257,19.347,0.021,0.549,6.4144580364227295,0.1899377,0.2,0.0001,1185,0.2,2.840759038925171,-0.03324280808083131,-2.904623341560364,6.171487318351865,0.6097829341888428,0.49598388671875
0.605,239,-0.062,3915776,0.562,257,18.973,0.024,0.568,6.395445346832275,0.18861133,0.2,0.0001,1190,0.2,2.9834463596343994,-0.03502065381690045,-2.911714098602533,5.613273337110877,0.6429113447666168,0.50111083984375
0.609,240,-0.068,3932160,0.571,257,19.645,0.025,0.566,6.404651165008545,0.19808413,0.2,0.0001,1195,0.2,3.1843833923339844,-0.032287010736763475,-2.8129586797207593,5.689193076267839,0.643129825592041,0.49202880859375
0.617,241,-0.061,3948544,0.566,257,19.646,0.025,0.581,2.982346534729004,0.15493278,0.2,0.0001,1200,0.2,4.585821151733398,-0.003375240181102402,-2.8199171198650346,5.6875906795961,0.6337403059005737,0.4231030518394649
0.57,242,-0.064,3964928,0.539,256,18.38,0.019,0.525,6.125962495803833,0.21340977,0.2,0.0001,1205,0.2,4.352658748626709,-0.03065826571933913,-2.840263087831158,5.808508763694452,0.623807281255722,0.49023756117455136
0.609,243,-0.059,3981312,0.556,257,19.187,0.023,0.572,1.3418328762054443,0.20649743,0.2,0.0001,1210,0.2,2.6487979888916016,0.03223103480903726,-2.8680490963441088,5.518267532936613,0.6454005539417267,0.35538063909774437
0.583,244,-0.066,3997696,0.536,257,18.015,0.02,0.537,0.6201419830322266,0.04510026,0.2,0.0001,1215,0.2,12.04056453704834,0.03553129932392509,-2.8543831533001316,5.546612858772278,0.6463931500911713,0.2857862903225806
0.61,245,-0.061,4014080,0.565,257,19.628,0.023,0.572,2.6816694736480713,0.17986898,0.2,0.0001,1220,0.2,2.6375417709350586,0.009807750436194827,-2.7961038944873025,6.012659088056186,0.6164889633655548,0.4346324906367041
0.616,246,-0.062,4030464,0.55,256,18.322,0.024,0.577,5.4511659145355225,0.18874387,0.2,0.0001,1225,0.2,5.040067195892334,-0.024279249017556435,-2.87085482687088,5.526092564047922,0.6390922367572784,0.4878920664206642
0.588,247,-0.071,4046848,0.528,257,17.482,0.021,0.537,2.1546878814697266,0.12379823,0.2,0.0001,1230,0.2,4.515809535980225,0.017092611929574224,-2.854728182156881,6.113340508054804,0.6108490526676178,0.4215494791666667
0.551,248,-0.068,4063232,0.536,257,18.23,0.018,0.502,2.8562636375427246,0.1493233,0.2,0.0001,1235,0.2,5.331602096557617,0.0007219606928788779,-2.8822200858802125,5.665394480186596,0.6408379077911377,0.4256578947368421
0.593,249,-0.065,4079616,0.545,257,17.948,0.023,0.551,6.397376298904419,0.1830936,0.2,0.0001,1240,0.2,4.0184783935546875,-0.03504321076907217,-2.895827257633209,5.991196264326573,0.6210103929042816,0.497607421875
0.615,250,-0.063,4096000,0.563,257,18.752,0.022,0.574,6.4016547203063965,0.17657906,0.2,0.0001,1245,0.2,2.486982822418213,-0.03482882882381091,-2.948410775512457,5.951370379701257,0.6148199141025543,0.48895263671875
0.598,251,-0.062,4112384,0.543,256,18.369,0.021,0.558,6.411328077316284,0.19101623,0.2,0.0001,1250,0.2,4.086565971374512,-0.034146061530191216,-3.0237996861338616,5.205869134888053,0.6626375317573547,0.48690185546875
0.567,252,-0.064,4128768,0.547,257,19.039,0.019,0.522,5.125248432159424,0.164822,0.2,0.0001,1255,0.2,2.739363670349121,-0.024456798020458106,-2.9793317953745526,5.651624225635155,0.634183943271637,0.47504595588235293
0.547,253,-0.067,4145152,0.538,257,19.181,0.019,0.498,5.068640947341919,0.17866816,0.2,0.0001,1260,0.2,3.7701964378356934,-0.025959112348108746,-2.9295512109699815,5.870360608620219,0.6044676303863525,0.4747988861386139
0.617,254,-0.064,4161536,0.564,257,19.25,0.024,0.577,4.235415935516357,0.1839957,0.2,0.0001,1265,0.2,2.517958641052246,-0.01804027947141452,-2.9384908817056785,5.74856837703263,0.6276214718818665,0.45510121158392436
0.553,255,-0.072,4177920,0.563,257,19.38,0.017,0.498,6.4190497398376465,0.17879948,0.2,0.0001,1270,0.2,4.172472953796387,-0.03308488017355558,-2.9649292353540657,6.188239837065339,0.6027627289295197,0.4867431640625
0.611,256,-0.065,4194304,0.563,257,19.434,0.021,0.567,1.518744707107544,0.1538321,0.2,0.0001,1275,0.2,6.465460777282715,0.021865053935662696,-2.9642396067318164,5.623698361610112,0.6357431411743164,0.37273848684210525
0.617,257,-0.065,4210688,0.563,257,19.738,0.022,0.574,5.705057382583618,0.17777334,0.2,0.0001,1280,0.2,2.992837429046631,-0.03258111019896572,-3.0272397007858545,5.87276789514642,0.6208412647247314,0.4885690789473684
0.644,258,-0.054,4227072,0.554,256,18.101,0.026,0.616,6.409759998321533,0.17211917,0.2,0.0001,1285,0.2,3.5564284324645996,-0.03876861868484412,-3.0216282520443203,5.6784063268452885,0.6287773847579956,0.490478515625
0.614,259,-0.067,4243456,0.571,257,19.225,0.023,0.571,1.3898272514343262,0.17790273,0.2,0.0001,1290,0.2,5.172804355621338,0.029180750216826472,-2.98079738651749,5.919874821266118,0.6214474439620972,0.3585766423357664
0.582,260,-0.064,4259840,0.527,257,18.225,0.02,0.538,3.616536855697632,0.13380219,0.2,0.0001,1295,0.2,4.433900833129883,-0.009082737771596489,-2.9678781838390416,5.812502066516344,0.6261158287525177,0.43948585893854747
0.59,261,-0.067,4276224,0.538,256,18.076,0.021,0.544,5.323487043380737,0.20783304,0.2,0.0001,1300,0.2,3.644541025161743,-0.028613659402109543,-2.8870737696593665,5.615011516157186,0.6340540647506714,0.47110849056603776
0.586,262,-0.059,4292608,0.523,257,18.445,0.023,0.55,2.3576481342315674,0.114181936,0.2,0.0001,1305,0.2,4.48777961730957,0.008581238751441745,-2.907819384235447,5.577915271459999,0.6457901895046234,0.4055217161016949
0.571,263,-0.071,4308992,0.527,257,18.322,0.021,0.521,6.4141762256622314,0.1759579,0.2,0.0001,1310,0.2,3.4160056114196777,-0.036546560059650804,-2.932665133103728,5.430599619075656,0.6479395925998688,0.4939453125
0.578,264,-0.066,4325376,0.566,256,19.62,0.019,0.532,1.9319803714752197,0.13394454,0.2,0.0001,1315,0.2,4.295592784881592,0.0162590876792932,-2.934431659806635,5.873891753019746,0.6277431845664978,0.4115657216494845
0.61,265,-0.063,4341760,0.559,256,19.12,0.023,0.571,4.894293308258057,0.17218582,0.2,0.0001,1320,0.2,5.3825483322143555,-0.023734961308782696,-2.9865391030145814,5.249926129245563,0.6538321375846863,0.47408614519427406
0.569,266,-0.065,4358144,0.555,256,19.175,0.021,0.525,0.4976520538330078,0.36079818,0.2,0.0001,1325,0.2,101.51973724365234,0.21837304142165057,-2.9580818084960288,5.627268765835052,0.6469922363758087,0.25930851063829785
0.633,267,-0.063,4374528,0.569,256,20.044,0.024,0.593,5.673688888549805,0.20465699,0.2,0.0001,1330,0.2,5.062909126281738,-0.030070532485842703,-2.9888322027106033,5.552111271808022,0.6399922072887421,0.49620339912280703
0.588,268,-0.065,4390912,0.567,256,18.836,0.021,0.544,3.473217487335205,0.14910692,0.2,0.0001,1335,0.2,5.225709438323975,-0.006759958648569667,-2.984626909211881,5.596718305108175,0.633311927318573,0.4439125722543353
0.552,269,-0.07,4407296,0.506,255,17.13,0.019,0.501,6.4033732414245605,0.17038798,0.2,0.0001,1340,0.2,4.09224271774292,-0.03662842077901587,-2.9703730441629888,5.668109314516187,0.6352616846561432,0.488916015625
0.611,270,-0.066,4423680,0.593,255,20.209,0.023,0.568,5.177096843719482,0.32467693,0.2,0.0001,1345,0.2,3.714552879333496,-0.02705985217449046,-2.9326694413673047,5.626849517803784,0.6364759504795074,0.4718840843023256
0.57,271,-0.072,4440064,0.527,256,17.454,0.019,0.516,6.440228462219238,0.1773064,0.2,0.0001,1350,0.2,5.364483833312988,-0.03839232567115687,-2.9698209524154664,5.569669139757752,0.6434754729270935,0.49697265625
0.612,272,-0.059,4456448,0.568,257,19.455,0.021,0.573,6.417447566986084,0.17252263,0.2,0.0001,1355,0.2,3.623833656311035,-0.03826986536660115,-2.928955886885524,5.648976847156883,0.639314204454422,0.49208984375
0.616,273,-0.061,4472832,0.543,256,19.134,0.024,0.58,5.0539233684539795,0.17066696,0.2,0.0001,1360,0.2,3.4232046604156494,-0.02505521902584917,-2.9614880388347102,5.596632054501452,0.6350934505462646,0.4799794980119284
0.637,274,-0.064,4489216,0.562,256,18.457,0.026,0.598,4.263935804367065,0.17214477,0.2,0.0001,1365,0.2,2.3275368213653564,-0.018743741968777816,-2.955703387797718,5.667846937134792,0.6391951739788055,0.4527948943661972
0.549,275,-0.064,4505600,0.508,256,18.82,0.018,0.502,6.445996046066284,0.17265889,0.2,0.0001,1370,0.2,3.7687461376190186,-0.03710106236540014,-2.97476721778512,5.626091919094324,0.6414416134357452,0.48800048828125
0.589,276,-0.061,4521984,0.57,255,19.381,0.019,0.548,6.4352500438690186,0.17095423,0.2,0.0001,1375,0.2,4.1671247482299805,-0.03621756349311909,-2.9568301998078823,5.5903046552091835,0.6358432769775391,0.48675537109375
0.628,277,-0.062,4538368,0.554,256,19.071,0.025,0.591,5.08145809173584,0.16874297,0.2,0.0001,1380,0.2,3.7472329139709473,-0.022568136843527476,-2.8831197340337056,6.225899799948647,0.5998079180717468,0.4741908482142857
0.607,278,-0.062,4554752,0.535,256,18.562,0.023,0.568,6.427792549133301,0.17730431,0.2,0.0001,1385,0.2,3.594235897064209,-0.03710077300711419,-2.9613690726459025,5.467456587031483,0.6495019197463989,0.49095458984375
0.573,279,-0.073,4571136,0.52,255,19.603,0.02,0.52,6.428222179412842,0.18975008,0.2,0.0001,1390,0.2,4.040439605712891,-0.03455262683564797,-2.923345099389553,5.46918806321919,0.6480140686035156,0.4925048828125
0.573,280,-0.069,4587520,0.529,256,18.543,0.02,0.524,6.42081356048584,0.18327044,0.2,0.0001,1395,0.2,3.5059421062469482,-0.03567581362294732,-2.950024915486574,5.342986734211445,0.65965136885643,0.49677734375
0.541,281,-0.068,4603904,0.516,255,18.131,0.019,0.492,6.399222135543823,0.17883667,0.2,0.0001,1400,0.2,1.723276138305664,-0.03454052737506572,-2.9285174276679755,5.547752168774605,0.6483442485332489,0.498583984375
0.59,282,-0.062,4620288,0.548,256,19.488,0.022,0.55,5.984731435775757,0.1818816,0.2,0.0001,1405,0.2,4.896810531616211,-0.03170308793312281,-2.9183767637957208,5.358889352611908,0.6481461226940155,0.48434865092748736
0.577,283,-0.059,4636672,0.587,256,20.759,0.019,0.537,5.0084922313690186,0.16471943,0.2,0.0001,1410,0.2,4.893319129943848,-0.025262462583007704,-2.9471571574728173,5.340820123871646,0.657005101442337,0.46683609437751006
0.591,284,-0.068,4653056,0.552,256,18.928,0.021,0.545,6.370420217514038,0.1796591,0.2,0.0001,1415,0.2,2.444225549697876,-0.03585468325036345,-2.952201019972563,5.052963003516197,0.6709009408950806,0.4950927734375
0.554,285,-0.072,4669440,0.506,255,17.146,0.02,0.502,3.8975272178649902,0.3273295,0.2,0.0001,1420,0.2,3.06118106842041,-0.008506547264966545,-2.8929356043961003,5.827142405571555,0.6228534877300262,0.457202842377261
0.586,286,-0.064,4685824,0.527,256,18.933,0.022,0.544,1.3751716613769531,0.31426933,0.2,0.0001,1425,0.2,5.6255083084106445,0.030328944801456398,-2.9112845314873588,5.667226568857829,0.6347276866436005,0.36417824074074073
0.631,287,-0.056,4702208,0.56,255,19.186,0.025,0.6,6.4158899784088135,0.19220695,0.2,0.0001,1430,0.2,2.258204936981201,-0.035957195426453835,-2.944396896660328,5.401022557541728,0.641582578420639,0.4929931640625
0.535,288,-0.069,4718592,0.515,256,17.974,0.017,0.483,5.63778281211853,0.2113259,0.2,0.0001,1435,0.2,2.9519495964050293,-0.030393778081917393,-2.922120046193621,5.630349953828659,0.6418326497077942,0.48566095132743364
0.618,289,-0.062,4734976,0.578,255,20.029,0.025,0.58,5.505080461502075,0.18448675,0.2,0.0001,1440,0.2,2.9311017990112305,-0.02845034661494714,-2.8949091997775405,5.753650533410656,0.6283018589019775,0.47930975274725274
0.58,290,-0.065,4751360,0.55,256,18.737,0.022,0.538,6.37366247177124,0.20502312,0.2,0.0001,1445,0.2,3.290282726287842,-0.035006426283507606,-2.922696102410555,5.514332630485296,0.6449384391307831,0.51002197265625
0.619,291,-0.061,4767744,0.56,255,19.604,0.024,0.583,5.652714967727661,0.19787312,0.2,0.0001,1450,0.2,2.813755750656128,-0.030803721762042276,-2.9443942949996327,5.796435965526167,0.6244878470897675,0.49507382326820604
0.57,292,-0.061,4784128,0.525,255,17.617,0.02,0.529,6.398784875869751,0.18221162,0.2,0.0001,1455,0.2,4.132086753845215,-0.03543024034879636,-2.8816799320280553,5.313701742887497,0.652214765548706,0.4886962890625
0.619,293,-0.059,4800512,0.553,256,19.532,0.025,0.585,1.700659990310669,0.117919214,0.2,0.0001,1460,0.2,3.487896203994751,0.01829734211512042,-2.9002494205384566,5.314660904675546,0.6560679078102112,0.3683431952662722
0.559,294,-0.069,4816896,0.522,256,18.522,0.018,0.509,2.2135777473449707,0.12330506,0.2,0.0001,1465,0.2,3.174309492111206,0.007530302954585971,-2.9315245849592193,5.351714670121133,0.6542592644691467,0.4105081644144144
0.532,295,-0.073,4833280,0.527,256,18.819,0.017,0.475,3.403653621673584,0.15311724,0.2,0.0001,1470,0.2,5.240289211273193,-0.00705062044098189,-2.9646971525504573,5.849096542910526,0.6232069730758667,0.4454267178362573
0.557,296,-0.069,4849664,0.536,256,18.62,0.018,0.506,6.391321659088135,0.17741767,0.2,0.0001,1475,0.2,3.218022346496582,-0.03823322314783582,-2.966769091412425,5.283521673083305,0.6546768248081207,0.4881591796875
0.587,297,-0.063,4866048,0.556,255,19.08,0.021,0.546,6.3844099044799805,0.1865206,0.2,0.0001,1480,0.2,4.787609577178955,-0.030781279756774894,-2.9424690824002027,5.715796474739909,0.6303843557834625,0.4927978515625
0.562,298,-0.069,4882432,0.545,255,19.004,0.02,0.512,2.5902445316314697,0.29714245,0.2,0.0001,1485,0.2,2.710869550704956,0.00873258477435089,-2.928845796218285,5.840351655850044,0.6324900388717651,0.43885216346153844
0.63,299,-0.056,4898816,0.594,255,20.707,0.023,0.598,3.6564674377441406,0.15012042,0.2,0.0001,1490,0.2,3.9514682292938232,-0.006675992317943145,-2.8911066521768984,5.477498475624167,0.6437914371490479,0.4560546875
0.579,300,-0.06,4915200,0.577,255,20.671,0.02,0.538,4.161018133163452,0.20373353,0.2,0.0001,1495,0.2,4.069905757904053,-0.01258477674743447,-2.8673904159894357,5.584021974068421,0.6383023858070374,0.4723933293269231
0.601,301,-0.061,4931584,0.568,255,19.8,0.022,0.562,2.102384567260742,0.12241331,0.2,0.0001,1500,0.2,5.497016429901123,0.010192679843144878,-2.9569632748387895,5.485855917885618,0.6383995711803436,0.39615271226415094
0.578,302,-0.073,4947968,0.527,255,17.887,0.017,0.523,6.36989426612854,0.19506381,0.2,0.0001,1505,0.2,4.283202648162842,-0.03424995264285826,-2.9673225726932286,5.443349628895521,0.6457575857639313,0.49945068359375
0.621,303,-0.054,4964352,0.568,256,19.313,0.025,0.592,5.744267225265503,0.2060505,0.2,0.0001,1510,0.2,4.262302398681641,-0.03094191831010191,-2.9411715503360916,6.04824331117713,0.6090228855609894,0.49775815217391306
0.62,304,-0.066,4980736,0.563,256,19.182,0.024,0.578,5.342284679412842,0.2064709,0.2,0.0001,1515,0.2,3.697986602783203,-0.027262275461003432,-2.90309463843731,5.654636880760974,0.6366983652114868,0.47168878026070765
0.589,305,-0.068,4997120,0.551,256,18.838,0.02,0.541,6.5252768993377686,0.18319039,0.2,0.0001,1520,0.2,3.1241602897644043,-0.03640826958871912,-2.9231320548802615,5.487667256221175,0.6392633616924286,0.48861083984375
0.592,306,-0.067,5013504,0.546,257,19.146,0.02,0.545,3.629758358001709,0.15085763,0.2,0.0001,1525,0.2,3.9662163257598877,-0.007644869976987442,-2.896995977560679,5.7101934777365795,0.6255806982517242,0.44733072916666666
0.558,307,-0.065,5029888,0.526,257,18.628,0.019,0.512,6.429105520248413,0.19050905,0.2,0.0001,1530,0.2,3.332637310028076,-0.03365074870016542,-2.905870831385255,5.275568053498864,0.6499674618244171,0.492333984375
0.58,308,-0.067,5046272,0.53,255,18.402,0.021,0.534,6.407325506210327,0.1883035,0.2,0.0001,1535,0.2,4.48317813873291,-0.035336861524410776,-2.8882823206484316,5.497110037133098,0.6263842880725861,0.49400634765625
0.555,309,-0.065,5062656,0.551,256,19.329,0.019,0.508,3.6453988552093506,0.1571913,0.2,0.0001,1540,0.2,4.910958766937256,-0.0030341663656976926,-2.928525048510759,5.620171755141792,0.6322238147258759,0.46235795454545453
0.59,310,-0.066,5079040,0.545,255,19.757,0.02,0.544,4.221773386001587,0.19031537,0.2,0.0001,1545,0.2,3.5797278881073,-0.016462913833806322,-2.902964047751347,5.832712704665304,0.6253901422023773,0.44607333729216153
0.602,311,-0.056,5095424,0.557,256,19.692,0.022,0.568,4.994189977645874,0.15586905,0.2,0.0001,1550,0.2,3.7794952392578125,-0.021435207961675876,-2.907560878382895,5.610051348596393,0.6344245672225952,0.46730961923847697
0.596,312,-0.061,5111808,0.573,255,19.293,0.022,0.557,6.40302848815918,0.19148035,0.2,0.0001,1555,0.2,3.941352367401123,-0.03153278500467423,-2.9009099051356317,5.334352919086814,0.6473978161811829,0.5005859375
0.577,313,-0.066,5128192,0.546,255,19.832,0.02,0.531,5.014685869216919,0.16200781,0.2,0.0001,1560,0.2,4.046407222747803,-0.024255578746161764,-2.895779709494303,5.468186146683163,0.6509937047958374,0.47434585813492064
0.572,314,-0.065,5144576,0.519,256,17.623,0.02,0.527,2.9495949745178223,0.15348113,0.2,0.0001,1565,0.2,2.802189588546753,-0.00021310632645681098,-2.9702445123646712,5.486699888029614,0.6439966261386871,0.4241184543918919
0.596,315,-0.064,5160960,0.538,255,18.132,0.021,0.552,5.422485589981079,0.20466751,0.2,0.0001,1570,0.2,4.733815670013428,-0.030476150704320946,-2.9353201380515013,5.773280522920109,0.6306141912937164,0.4723535516605166
0.557,316,-0.065,5177344,0.512,255,17.006,0.021,0.513,5.740066766738892,0.20238748,0.2,0.0001,1575,0.2,3.3903281688690186,-0.03129993597133927,-2.9764341138997272,5.9128650764170345,0.6255950033664703,0.48234292618629176
0.53,317,-0.073,5193728,0.528,255,18.475,0.016,0.473,5.718701601028442,0.18873091,0.2,0.0001,1580,0.2,6.551037311553955,-0.030744601933049485,-3.0012699130555274,6.015206925466027,0.6086478531360626,0.4720923195422535
0.623,318,-0.063,5210112,0.559,255,19.127,0.022,0.583,6.420018672943115,0.18589118,0.2,0.0001,1585,0.2,3.754654884338379,-0.036230191643699075,-3.0200176887214183,5.61233129426837,0.6418786644935608,0.49202880859375
0.565,319,-0.07,5226496,0.508,255,17.989,0.02,0.514,1.376532793045044,0.15714334,0.2,0.0001,1590,0.2,5.019494533538818,0.03493237365581041,-3.0932945839680026,5.863043245607919,0.6205369234085083,0.3446624087591241
0.608,320,-0.064,5242880,0.558,256,19.805,0.021,0.564,6.441638708114624,0.19523744,0.2,0.0001,1595,0.2,3.1314070224761963,-0.03657765437383205,-3.067225421965122,5.567604281380772,0.6342421472072601,0.49437255859375
0.595,321,-0.061,5259264,0.535,257,18.915,0.019,0.553,2.2436301708221436,0.10577361,0.2,0.0001,1600,0.2,2.59883975982666,0.009797065812680457,-3.0728784370422364,5.757849253548516,0.6241735816001892,0.40725694444444444
0.587,322,-0.068,5275648,0.578,256,20.368,0.022,0.541,3.6044158935546875,0.14630699,0.2,0.0001,1605,0.2,4.342962265014648,-0.010434308696245209,-3.120843803614713,5.752791387311528,0.6270745098590851,0.4321234199438202
0.563,323,-0.069,5292032,0.534,257,18.55,0.019,0.514,6.379273414611816,0.17987661,0.2,0.0001,1610,0.2,3.8167788982391357,-0.0369958811061224,-3.014928635954857,5.741277939081192,0.63297039270401,0.480126953125
0.593,324,-0.066,5308416,0.532,256,18.136,0.02,0.547,1.341548204421997,0.23148456,0.2,0.0001,1615,0.2,3.140669584274292,0.032129670395270774,-3.03224057541754,5.913419529907685,0.6215457320213318,0.36342810150375937
0.583,325,-0.061,5324800,0.546,256,19.3,0.02,0.542,6.397311210632324,0.18511222,0.2,0.0001,1620,0.2,3.7849979400634766,-0.03345360450039152,-3.023276733607054,5.693521999567747,0.6266119182109833,0.5043701171875
0.593,326,-0.058,5341184,0.537,256,19.183,0.02,0.555,5.035898208618164,0.1613597,0.2,0.0001,1625,0.2,3.642638683319092,-0.024459716603789428,-3.043843360828832,5.642924884204599,0.6277422308921814,0.468268513916501
0.596,327,-0.056,5357568,0.548,256,18.89,0.022,0.562,3.029507637023926,0.21558277,0.2,0.0001,1630,0.2,2.2652151584625244,-0.00021375647497059094,-3.0930588457844044,5.849372947176691,0.6143599450588226,0.42535581683168316
0.596,328,-0.059,5373952,0.552,256,19.817,0.021,0.557,6.432860612869263,0.17506516,0.2,0.0001,1635,0.2,2.8007659912109375,-0.036889364213857335,-3.0647642500698566,5.74001297056675,0.624767541885376,0.47235107421875
0.603,329,-0.061,5390336,0.545,256,19.254,0.024,0.566,6.419336795806885,0.17941344,0.2,0.0001,1640,0.2,4.682488918304443,-0.03428739202499855,-3.063806492462754,5.4723317947238685,0.6374838948249817,0.49390869140625
0.627,330,-0.056,5406720,0.57,256,19.884,0.024,0.596,6.434158563613892,0.17417486,0.2,0.0001,1645,0.2,3.2562808990478516,-0.03560297209842247,-3.0504618529230356,5.569847621768713,0.635417103767395,0.4822265625
0.609,331,-0.068,5423104,0.55,255,18.902,0.024,0.565,3.1926002502441406,0.16238874,0.2,0.0001,1650,0.2,5.2896857261657715,-0.0017875879624625669,-3.040273906290531,5.378939673304558,0.6550266146659851,0.430126953125
0.635,332,-0.067,5439488,0.554,256,19.872,0.024,0.592,4.53578782081604,0.17050068,0.2,0.0001,1655,0.2,3.695509433746338,-0.020616361760343146,-2.9468937193847387,5.834699043901288,0.6300767362117767,0.4574882726269316
0.586,333,-0.064,5455872,0.547,256,18.577,0.02,0.541,6.4122161865234375,0.18586427,0.2,0.0001,1660,0.2,4.697440147399902,-0.0320921745733358,-2.945738485082984,5.713789964094758,0.6339600086212158,0.49632568359375
0.605,334,-0.06,5472256,0.583,256,21.066,0.021,0.566,2.0303702354431152,0.10211301,0.2,0.0001,1665,0.2,4.467418193817139,0.010769070194933214,-2.921919356425995,5.262201123636932,0.6600863337516785,0.3923953201970443
0.635,335,-0.066,5488640,0.596,256,20.005,0.025,0.595,3.5663743019104004,0.13592555,0.2,0.0001,1670,0.2,3.4803738594055176,-0.010012615511319442,-2.9232395077019593,5.541619438803598,0.640816330909729,0.4357224367977528
0.647,336,-0.053,5505024,0.594,256,21.575,0.025,0.619,2.6694540977478027,0.25173745,0.2,0.0001,1675,0.2,4.200343608856201,0.0021648806208198457,-2.9130592677826272,5.320206792731034,0.6535750925540924,0.41538416353383456
0.588,337,-0.056,5521408,0.568,256,20.181,0.019,0.551,6.436439752578735,0.1850608,0.2,0.0001,1680,0.2,3.377199649810791,-0.03623263482586481,-2.9564753979444505,5.319107554107904,0.6499230563640594,0.4913330078125
0.616,338,-0.065,5537792,0.574,257,19.519,0.025,0.575,2.832015037536621,0.17468128,0.2,0.0001,1685,0.2,3.819706916809082,0.003018485352581255,-2.934511266411825,5.401935237877781,0.6499106287956238,0.4092314487632509
0.581,339,-0.058,5554176,0.547,257,19.629,0.019,0.542,1.5401067733764648,0.138255,0.2,0.0001,1690,0.2,2.045474052429199,0.02303973958497086,-2.9621408139505694,5.488851614921324,0.6488527059555054,0.3639112903225806
0.6,340,-0.065,5570560,0.559,257,20.142,0.018,0.553,6.410094499588013,0.17884888,0.2,0.0001,1695,0.2,3.6692070960998535,-0.03634068218525499,-2.9556986346840857,5.366642434895039,0.6531159281730652,0.49202880859375
0.603,341,-0.056,5586944,0.559,256,18.902,0.02,0.566,5.640203237533569,0.19227886,0.2,0.0001,1700,0.2,3.383523941040039,-0.027753820099281245,-2.9214441445374404,5.3858583656494305,0.6453997790813446,0.4852507784697509
0.585,342,-0.065,5603328,0.573,256,20.045,0.02,0.541,6.445728302001953,0.1838592,0.2,0.0001,1705,0.2,2.0022380352020264,-0.035208369450992906,-2.9369809571653605,5.254909249022603,0.6559793949127197,0.482177734375
0.578,343,-0.062,5619712,0.548,256,18.901,0.022,0.539,3.2898294925689697,0.15020764,0.2,0.0001,1710,0.2,4.7480974197387695,-0.0027756226146193733,-2.9497331709949517,5.269013642533425,0.6518588960170746,0.422378259202454
0.589,344,-0.06,5636096,0.564,256,20.179,0.02,0.549,6.426985025405884,0.17417723,0.2,0.0001,1715,0.2,3.8158743381500244,-0.036291617373353804,-2.947456730529666,5.549723722413182,0.6447128355503082,0.4897216796875
0.606,345,-0.061,5652480,0.557,256,19.953,0.022,0.567,2.9709153175354004,0.15914358,0.2,0.0001,1720,0.2,4.9251227378845215,-0.0012451222241677419,-2.979047497514924,5.0934986153034245,0.667780339717865,0.42003367003367004
0.596,346,-0.063,5668864,0.542,255,19.009,0.02,0.553,6.412869691848755,0.18688859,0.2,0.0001,1725,0.2,5.184587478637695,-0.03761346375977155,-2.939900406822562,5.648502119630575,0.6297289431095123,0.49183349609375
0.63,347,-0.061,5685248,0.558,256,19.126,0.023,0.593,2.920879364013672,0.15080327,0.2,0.0001,1730,0.2,2.2442808151245117,-9.265162165544621e-05,-2.98248350293669,5.357442971778243,0.6587554812431335,0.409621147260274
0.57,348,-0.064,5701632,0.505,255,17.769,0.02,0.526,2.6982078552246094,0.20663391,0.2,0.0001,1735,0.2,4.198111057281494,0.0024579050433304575,-2.9829455861338863,5.32839206148077,0.6577043831348419,0.41186342592592595
0.632,349,-0.059,5718016,0.585,256,21.067,0.022,0.594,2.779726028442383,0.16869523,0.2,0.0001,1740,0.2,5.245154857635498,0.007368415433873413,-2.9742245204132516,5.731010679703032,0.6366873979568481,0.4175627240143369
0.588,350,-0.065,5734400,0.588,256,20.734,0.019,0.542,4.392131805419922,0.17759947,0.2,0.0001,1745,0.2,3.006944179534912,-0.0161133757983345,-2.977855737768708,5.315195217762558,0.6553254127502441,0.4507759111617312
0.627,351,-0.057,5750784,0.602,255,22.089,0.024,0.594,3.3152525424957275,0.15388152,0.2,0.0001,1750,0.2,3.8018031120300293,-0.007688992599087269,-2.9611190121699678,5.611810190079796,0.6413971483707428,0.4244004909365559
0.612,352,-0.065,5767168,0.53,256,18.546,0.024,0.571,1.4397573471069336,0.16938397,0.2,0.0001,1755,0.2,2.420912742614746,0.025791111733423362,-3.0816444578305098,5.105632743365328,0.6667695045471191,0.34507042253521125
