rollout/rew_surface_coverage_2d,time/iterations,rollout/rew_collision,time/total_timesteps,rollout/episode_reward,time/fps,rollout/episode_length,rollout/rew_termination,rollout/total_reward,time/training,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates,train/clip_range_vf,train/loss,train/policy_gradient_loss,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction
0.594,116,-0.063,1900544,0.548,258,19.147,0.023,0.555,4.055728435516357,0.19953665,0.2,0.0001,575,0.2,4.286383152008057,-0.017279554925692584,-2.8879520721530203,6.215106884835672,0.6037664711475372,0.44608793424317617
0.653,117,-0.053,1916928,0.603,257,20.779,0.027,0.627,3.456982374191284,0.12456438,0.2,0.0001,580,0.2,5.01815128326416,-0.005484025230299974,-2.8722394319039393,6.0503597433295955,0.6168090403079987,0.44932124635568516
0.641,118,-0.057,1933312,0.584,257,20.28,0.025,0.609,3.1019389629364014,0.1425775,0.2,0.0001,585,0.2,4.017413139343262,-0.004858939311911468,-2.9405632837145936,5.707247914052477,0.6387379169464111,0.43430861928104575
0.58,119,-0.062,1949696,0.532,257,18.672,0.024,0.542,6.474093198776245,0.17416659,0.2,0.0001,590,0.2,3.2824506759643555,-0.036225902855949246,-2.9597766779363157,5.563733613491058,0.6398119330406189,0.5009521484375
0.6,120,-0.066,1966080,0.553,257,18.33,0.022,0.556,4.0204017162323,0.19596942,0.2,0.0001,595,0.2,6.759324073791504,-0.014142083937750561,-2.9508742286312963,5.941351799456121,0.6219128668308258,0.46254652605459057
0.616,121,-0.057,1982464,0.55,257,19.462,0.023,0.582,6.410176515579224,0.1623837,0.2,0.0001,600,0.2,4.353511810302734,-0.03613008544270997,-2.871413208171725,6.379258324950934,0.605831652879715,0.49085693359375
0.596,122,-0.068,1998848,0.54,257,18.236,0.021,0.549,5.096446990966797,0.14833158,0.2,0.0001,605,0.2,3.9946770668029785,-0.02669839257614152,-2.9093204880704975,5.685777482419911,0.6355094313621521,0.4669863861386139
0.6,123,-0.064,2015232,0.536,258,18.589,0.023,0.56,6.4244065284729,0.1739806,0.2,0.0001,610,0.2,3.2475035190582275,-0.03688665648805909,-2.8697127241641285,6.066650003194809,0.618937611579895,0.4935302734375
0.605,124,-0.07,2031616,0.559,256,19.286,0.023,0.557,6.441228866577148,0.15878166,0.2,0.0001,615,0.2,4.410489559173584,-0.03498439206960029,-2.937348781526089,5.891693065688014,0.624851256608963,0.49073486328125
0.572,125,-0.065,2048000,0.549,257,18.782,0.02,0.527,6.475942611694336,0.1632781,0.2,0.0001,620,0.2,3.75262713432312,-0.03811282810202101,-2.87068857550621,5.969192846864462,0.6275534927845001,0.48929443359375
0.597,126,-0.066,2064384,0.579,257,19.429,0.021,0.552,6.448852062225342,0.1696066,0.2,0.0001,625,0.2,3.8053293228149414,-0.03647428132680943,-2.8482671890407802,5.853588637709618,0.6245874464511871,0.49521484375
0.583,127,-0.064,2080768,0.545,257,19.242,0.021,0.54,6.4553375244140625,0.16706929,0.2,0.0001,630,0.2,3.199404001235962,-0.03922640739328927,-2.894558908417821,5.4365326326340435,0.6490958034992218,0.4921142578125
0.566,128,-0.072,2097152,0.519,256,18.345,0.018,0.511,6.418457746505737,0.16461444,0.2,0.0001,635,0.2,3.2791669368743896,-0.037273501556774134,-2.8975083589553834,5.395948879793286,0.6467373967170715,0.4848388671875
0.608,129,-0.069,2113536,0.54,257,17.745,0.022,0.562,6.431018829345703,0.17570564,0.2,0.0001,640,0.2,2.5329442024230957,-0.03698417218838586,-2.923596939444542,5.57264876589179,0.6415925920009613,0.49537353515625
0.589,130,-0.064,2129920,0.559,257,18.67,0.022,0.546,6.456645727157593,0.16824123,0.2,0.0001,645,0.2,5.36808967590332,-0.037669336842373016,-2.881625371053815,5.543600840866565,0.6428318321704865,0.49166259765625
0.602,131,-0.07,2146304,0.548,258,18.975,0.02,0.553,6.424887418746948,0.16016565,0.2,0.0001,650,0.2,4.523417949676514,-0.037227889406494796,-2.9030522789806126,5.815330465137959,0.6297820210456848,0.4802978515625
0.545,132,-0.059,2162688,0.548,257,19.465,0.019,0.505,3.349045515060425,0.12552407,0.2,0.0001,655,0.2,3.099611759185791,-0.008744335285709462,-2.9843377896717618,5.507330856152943,0.6471787095069885,0.43417503720238093
0.537,133,-0.066,2179072,0.548,257,19.73,0.017,0.487,3.754058361053467,0.12026127,0.2,0.0001,660,0.2,4.203137397766113,-0.0114988114225401,-2.9706282117091938,6.287814450967089,0.5884130597114563,0.4408930965147453
0.643,134,-0.055,2195456,0.595,257,20.124,0.027,0.616,6.442004919052124,0.15196697,0.2,0.0001,665,0.2,4.052118301391602,-0.037741896288935095,-3.0115978825837373,5.433132744580507,0.645212858915329,0.4817626953125
0.556,135,-0.071,2211840,0.527,257,17.636,0.017,0.502,6.4462504386901855,0.17556,0.2,0.0001,670,0.2,3.231165647506714,-0.0369694362860173,-2.9524429883807897,5.519252916425467,0.6569971144199371,0.49234619140625
0.569,136,-0.069,2228224,0.545,257,19.186,0.02,0.519,6.463228702545166,0.1617866,0.2,0.0001,675,0.2,3.4445412158966064,-0.037658436869241994,-2.9009419571608306,5.896643603593111,0.6376987099647522,0.4896484375
0.606,137,-0.059,2244608,0.556,257,19.691,0.023,0.571,6.48046088218689,0.17575426,0.2,0.0001,680,0.2,3.294504165649414,-0.03534677496136283,-2.8913129225373266,5.94826270788908,0.6317876279354095,0.49210205078125
0.579,138,-0.072,2260992,0.529,257,17.955,0.019,0.525,6.455509901046753,0.1672889,0.2,0.0001,685,0.2,2.6751022338867188,-0.035801038474892265,-2.884577142074704,5.735277006402612,0.6415237486362457,0.49117431640625
0.597,139,-0.063,2277376,0.549,258,18.573,0.021,0.555,6.434491872787476,0.1720564,0.2,0.0001,690,0.2,3.5273337364196777,-0.03580450303634279,-2.8618104394525288,5.977929028123617,0.6145050525665283,0.4954833984375
0.587,140,-0.068,2293760,0.558,257,18.49,0.02,0.539,4.81407618522644,0.166823,0.2,0.0001,695,0.2,2.9565606117248535,-0.02218258348372195,-2.849559625995813,5.8802523084833656,0.6311048269271851,0.47239253691983124
0.634,141,-0.064,2310144,0.588,257,19.678,0.025,0.595,2.778169870376587,0.16209508,0.2,0.0001,700,0.2,2.7728071212768555,0.004313134885853701,-2.8873060825499386,5.7503117559618895,0.6322515606880188,0.42026737364620936
0.587,142,-0.071,2326528,0.553,257,18.529,0.021,0.537,6.39823317527771,0.1739211,0.2,0.0001,705,0.2,3.654203414916992,-0.037723700879723765,-2.877521678060293,5.301325088739395,0.664295107126236,0.49967041015625
0.577,143,-0.067,2342912,0.538,258,18.154,0.02,0.529,1.7815535068511963,0.12784134,0.2,0.0001,710,0.2,5.203751564025879,0.01664432002497571,-2.912471467426845,6.0332925973619735,0.6217056810855865,0.3894642857142857
0.607,144,-0.065,2359296,0.546,257,18.136,0.023,0.565,5.101437568664551,0.14989573,0.2,0.0001,715,0.2,3.557494640350342,-0.026817765775258125,-2.8764476323787402,5.750381842432286,0.6285276114940643,0.4742774209486166
0.583,145,-0.069,2375680,0.545,257,18.732,0.021,0.535,6.445037126541138,0.17959939,0.2,0.0001,720,0.2,6.22125768661499,-0.03774623196441098,-2.8852264638990164,5.840304969996214,0.6218477487564087,0.4994873046875
0.619,146,-0.061,2392064,0.548,257,19.441,0.026,0.584,3.3036015033721924,0.13457997,0.2,0.0001,725,0.2,4.617165565490723,-0.008258162827299135,-2.948804928762157,5.733544155591872,0.6316887140274048,0.4304735137195122
0.555,147,-0.068,2408448,0.532,256,17.99,0.019,0.507,4.735272169113159,0.15136255,0.2,0.0001,730,0.2,3.2940220832824707,-0.020823075177465032,-2.984875513137655,5.965165076357253,0.612069845199585,0.4631648936170213
0.566,148,-0.072,2424832,0.525,257,18.348,0.019,0.513,1.4924705028533936,0.13344562,0.2,0.0001,735,0.2,5.716617107391357,0.025119282605264012,-2.947904225163812,6.064970944551813,0.6206709742546082,0.3510381711409396
0.634,149,-0.054,2441216,0.579,258,19.43,0.024,0.604,6.41258430480957,0.15659714,0.2,0.0001,740,0.2,3.4348549842834473,-0.03740761868830304,-2.958768068626523,5.798557351157069,0.6287062764167786,0.4875
0.638,150,-0.062,2457600,0.595,257,20.014,0.025,0.6,6.415507555007935,0.16550076,0.2,0.0001,745,0.2,3.5541629791259766,-0.03583274428674486,-2.993514866381884,6.3652758680284025,0.5970472395420074,0.4892578125
0.563,151,-0.064,2473984,0.509,257,17.423,0.019,0.517,6.4474804401397705,0.16222951,0.2,0.0001,750,0.2,3.2157602310180664,-0.03501673361315625,-3.0166679970920085,5.841825465485454,0.6306059956550598,0.47947998046875
0.635,152,-0.057,2490368,0.565,258,19.002,0.024,0.602,6.422685146331787,0.16464242,0.2,0.0001,755,0.2,4.4916815757751465,-0.037539614482375326,-3.010437411442399,5.79927679002285,0.6247409582138062,0.49932861328125
0.589,153,-0.067,2506752,0.53,257,18.143,0.021,0.543,6.453514575958252,0.17131457,0.2,0.0001,760,0.2,2.630418300628662,-0.039197002378932665,-2.992370571196079,5.6525392036885025,0.6405637860298157,0.49903564453125
0.591,154,-0.067,2523136,0.553,258,18.55,0.023,0.546,6.473217725753784,0.15022162,0.2,0.0001,765,0.2,5.34297513961792,-0.03593082688021241,-2.9599710050970316,6.068151266127825,0.6142802238464355,0.4786865234375
0.577,155,-0.065,2539520,0.534,256,17.744,0.021,0.533,6.434824228286743,0.16046667,0.2,0.0001,770,0.2,4.171079158782959,-0.03723004786734237,-2.9431431733071802,6.012323183938861,0.6223428249359131,0.49234619140625
0.591,156,-0.066,2555904,0.527,255,17.675,0.021,0.545,1.4353582859039307,0.29682738,0.2,0.0001,775,0.2,5.94224214553833,0.031879899521859795,-2.9538936481609213,6.014841024692242,0.6231260299682617,0.3872923951048951
0.598,157,-0.062,2572288,0.544,257,18.652,0.022,0.557,5.502326488494873,0.2020274,0.2,0.0001,780,0.2,5.90908145904541,-0.029739723537431095,-2.949013048912579,5.694091272441459,0.628532886505127,0.48427483974358976
0.563,158,-0.069,2588672,0.522,256,17.884,0.02,0.514,6.3966288566589355,0.17795113,0.2,0.0001,785,0.2,4.8419013023376465,-0.03612020101354574,-2.8937632646411657,5.989160416275263,0.6178184449672699,0.50706787109375
0.592,159,-0.065,2605056,0.571,257,19.732,0.021,0.548,4.7261903285980225,0.16635358,0.2,0.0001,790,0.2,3.8500075340270996,-0.0220022379656,-2.9432971421826926,5.934324643161393,0.6219494938850403,0.4694964171974522
0.575,160,-0.065,2621440,0.547,257,18.889,0.021,0.532,5.054742336273193,0.15416937,0.2,0.0001,795,0.2,3.217496156692505,-0.023598993651679542,-2.9428065493555353,5.56891444272334,0.6480672359466553,0.4767017326732673
0.6,161,-0.066,2637824,0.563,257,19.099,0.023,0.557,4.060187578201294,0.23241179,0.2,0.0001,800,0.2,4.282853603363037,-0.013407962499443152,-2.948925042809699,5.792980725902662,0.6336948573589325,0.439125156641604
0.617,162,-0.069,2654208,0.569,257,19.132,0.022,0.57,6.415619850158691,0.18059048,0.2,0.0001,805,0.2,3.9594993591308594,-0.035858496454602574,-2.954369430989027,5.614985650777816,0.643106609582901,0.50213623046875
0.575,163,-0.065,2670592,0.494,257,16.696,0.021,0.531,6.396176815032959,0.17294216,0.2,0.0001,810,0.2,4.234055042266846,-0.03583961165932124,-2.9604617841541767,5.889817789196968,0.6236427128314972,0.4962158203125
0.568,164,-0.068,2686976,0.554,257,18.722,0.019,0.519,6.469996213912964,0.16126749,0.2,0.0001,815,0.2,3.6818318367004395,-0.03743453696297365,-2.9469185050576927,6.027555272728205,0.6202637851238251,0.4890625
0.585,165,-0.068,2703360,0.548,257,18.092,0.022,0.538,4.592589616775513,0.16456497,0.2,0.0001,820,0.2,3.9639267921447754,-0.0210770988396809,-2.9600327533680004,5.4075089386531285,0.6544739902019501,0.4666723901098901
0.619,166,-0.062,2719744,0.576,257,19.471,0.024,0.581,5.5890021324157715,0.24049702,0.2,0.0001,825,0.2,4.469567775726318,-0.029365563972591553,-2.900972713511404,5.706750705544978,0.6380011439323425,0.4900771466905188
0.624,167,-0.068,2736128,0.56,258,18.615,0.024,0.58,6.401927471160889,0.1656102,0.2,0.0001,830,0.2,4.543564796447754,-0.036761951522203164,-2.913580145686865,5.978173892199993,0.6244502067565918,0.4968505859375
0.601,168,-0.068,2752512,0.546,257,18.806,0.021,0.554,5.957949161529541,0.19386148,0.2,0.0001,835,0.2,3.9158072471618652,-0.03000689103105027,-2.940050310960121,5.815135682873453,0.6260350942611694,0.4930160984848485
0.591,169,-0.063,2768896,0.562,257,18.97,0.022,0.55,6.446829557418823,0.17356148,0.2,0.0001,840,0.2,3.860511064529419,-0.03282327221313608,-2.907463591173291,5.657053830102086,0.6430483758449554,0.4951171875
0.615,170,-0.061,2785280,0.562,257,20.428,0.023,0.576,6.5216522216796875,0.17784488,0.2,0.0001,845,0.2,2.752795696258545,-0.03668307884945534,-2.8927182998508214,5.977402111515403,0.6242581307888031,0.49476318359375
0.585,171,-0.066,2801664,0.585,257,20.604,0.021,0.541,3.220698356628418,0.14883451,0.2,0.0001,850,0.2,3.2477052211761475,-0.0038790767424819223,-2.9774314214002446,5.22554413828564,0.6604490578174591,0.4433901813880126
0.605,172,-0.067,2818048,0.563,257,18.612,0.023,0.562,6.464443922042847,0.17878519,0.2,0.0001,855,0.2,3.4710030555725098,-0.036754576065868606,-2.9669950637966394,5.87669136337936,0.620872974395752,0.4933837890625
0.576,173,-0.066,2834432,0.544,257,18.481,0.021,0.531,6.395933628082275,0.1752589,0.2,0.0001,860,0.2,3.560190200805664,-0.037298644176189555,-2.9212626587599515,6.1651728510856625,0.6114263534545898,0.49547119140625
0.546,174,-0.071,2850816,0.528,257,17.845,0.018,0.493,5.0057213306427,0.16267562,0.2,0.0001,865,0.2,2.697144031524658,-0.024168270218450298,-2.9734845785068074,5.643805077378179,0.6405655145645142,0.46414424044265595
0.601,175,-0.062,2867200,0.561,257,19.099,0.022,0.562,6.4264817237854,0.16342697,0.2,0.0001,870,0.2,3.0105032920837402,-0.03752989572094521,-2.9743230149149893,6.065581415966153,0.6178007125854492,0.48746337890625
0.627,176,-0.061,2883584,0.555,257,19.701,0.025,0.591,3.7895517349243164,0.13359818,0.2,0.0001,875,0.2,3.4566874504089355,-0.010207075914392606,-3.007646037909475,5.805398996398442,0.6326523423194885,0.4493115105540897
0.6,177,-0.061,2899968,0.555,256,19.014,0.021,0.559,6.43504786491394,0.16992843,0.2,0.0001,880,0.2,3.9058210849761963,-0.03567031298443908,-2.9527171589434147,5.494868687167764,0.6479600071907043,0.486865234375
0.57,178,-0.065,2916352,0.558,257,19.647,0.023,0.527,6.409662246704102,0.17962486,0.2,0.0001,885,0.2,3.9654195308685303,-0.031858629218913845,-2.9167481821030377,6.159412767738104,0.6114685237407684,0.48406982421875
0.558,179,-0.066,2932736,0.547,257,18.416,0.021,0.512,6.4154212474823,0.18856126,0.2,0.0001,890,0.2,6.270308017730713,-0.033384261377796064,-2.889511973410845,5.691052326560021,0.6294120252132416,0.5024658203125
0.555,180,-0.065,2949120,0.575,257,19.906,0.019,0.508,4.0554280281066895,0.43854675,0.2,0.0001,895,0.2,2.4578986167907715,-0.013295549479783467,-2.898570174627965,5.8805466058230635,0.6293363869190216,0.4449644183168317
0.563,181,-0.068,2965504,0.564,257,19.643,0.019,0.514,4.174180269241333,0.17714217,0.2,0.0001,900,0.2,3.3740272521972656,-0.01636530078562478,-2.8801829665899277,5.780132299432387,0.6252420246601105,0.4557542067307692
0.622,182,-0.06,2981888,0.571,256,19.787,0.024,0.586,2.586688756942749,0.810279,0.2,0.0001,905,0.2,3.6880645751953125,0.00929346853135161,-2.8688372498820263,5.811231716133741,0.6284087598323822,0.41594722762645914
0.569,183,-0.064,2998272,0.551,257,19.284,0.02,0.525,5.901989936828613,0.18236136,0.2,0.0001,910,0.2,3.273407220840454,-0.03201432597954209,-2.8588516438660556,5.696282732976626,0.6354696750640869,0.4766160102739726
0.59,184,-0.065,3014656,0.522,256,18.857,0.024,0.549,6.371561765670776,0.18418963,0.2,0.0001,915,0.2,2.3940086364746094,-0.03217481380561367,-2.872111813724041,5.7276705943048,0.6285585761070251,0.496826171875
0.593,185,-0.062,3031040,0.569,258,20.191,0.023,0.555,2.210895538330078,0.1131157,0.2,0.0001,920,0.2,4.618861675262451,0.010900686779459812,-2.9580321117763604,5.397839116834407,0.6422732770442963,0.4067802601809955
0.604,186,-0.06,3047424,0.559,257,19.613,0.023,0.567,1.3038692474365234,2.1539662,0.2,0.0001,925,0.2,3.50981068611145,0.03744883643997501,-2.892587288405544,5.744729505952939,0.6345363855361938,0.3728803294573643
0.606,187,-0.064,3063808,0.553,257,18.54,0.02,0.562,3.958376407623291,0.20923029,0.2,0.0001,930,0.2,3.5198092460632324,-0.01022108160430872,-2.8472877550728715,5.806196314775491,0.6279032528400421,0.465625
0.635,188,-0.055,3080192,0.585,258,20.1,0.024,0.604,6.4431915283203125,0.16718379,0.2,0.0001,935,0.2,1.9685468673706055,-0.03522061326220864,-2.899474013224244,5.469888468459248,0.6574852466583252,0.49483642578125
0.627,189,-0.068,3096576,0.591,257,20.012,0.022,0.581,6.4212646484375,0.16972452,0.2,0.0001,940,0.2,3.492290735244751,-0.03042589721735567,-2.879862320795655,5.313414288312197,0.6631205081939697,0.49820556640625
0.626,190,-0.057,3112960,0.579,258,19.849,0.025,0.594,6.41529655456543,0.1757274,0.2,0.0001,945,0.2,4.921230316162109,-0.034311990694550334,-2.8145362507551908,5.804325615242123,0.6365350484848022,0.4990966796875
0.601,191,-0.065,3129344,0.546,258,18.764,0.023,0.56,6.433273553848267,0.18005353,0.2,0.0001,950,0.2,3.293222427368164,-0.03531635295657907,-2.810022746026516,5.563829824700951,0.6411043107509613,0.4977783203125
0.588,192,-0.068,3145728,0.554,257,18.658,0.022,0.542,2.9634993076324463,0.17795463,0.2,0.0001,955,0.2,4.653660297393799,-0.00019517022232382985,-2.8301138198981852,5.7961928577746376,0.6247699558734894,0.4376324152542373
0.647,193,-0.059,3162112,0.583,256,20.28,0.025,0.613,6.402900218963623,0.16418417,0.2,0.0001,960,0.2,4.170769214630127,-0.036611694860039276,-2.7781370632350444,5.899709967523814,0.6256112456321716,0.4872314453125
0.56,194,-0.067,3178496,0.541,256,18.877,0.019,0.512,6.424494743347168,0.17976922,0.2,0.0001,965,0.2,4.4390363693237305,-0.03509551254683174,-2.797182055935264,5.329346587136388,0.6533927917480469,0.49512939453125
0.554,195,-0.065,3194880,0.526,257,18.514,0.02,0.508,6.423423528671265,0.18799762,0.2,0.0001,970,0.2,3.4679059982299805,-0.03342853818248841,-2.7554219022393225,5.926031372323632,0.6148622334003448,0.50279541015625
0.637,196,-0.063,3211264,0.551,257,18.563,0.026,0.6,5.500800609588623,0.19284329,0.2,0.0001,975,0.2,4.781167984008789,-0.029105946305207908,-2.809923905393352,5.304434669622476,0.6548057198524475,0.49116847826086957
0.65,197,-0.06,3227648,0.581,257,20.933,0.023,0.612,1.291929006576538,1.8567593,0.2,0.0001,980,0.2,5.395824909210205,0.03200542088598013,-2.770757006120312,6.155549182448277,0.6054760813713074,0.3714268410852713
0.551,198,-0.076,3244032,0.511,256,17.697,0.019,0.494,6.445581912994385,0.17843245,0.2,0.0001,985,0.2,2.571471691131592,-0.034092473490454724,-2.8360737055540084,5.712029700726271,0.6327546536922455,0.4760498046875
0.65,199,-0.058,3260416,0.595,257,20.868,0.025,0.617,6.443518400192261,0.19028002,0.2,0.0001,990,0.2,3.5849642753601074,-0.032536580724990924,-2.7284305304288865,6.313292593508959,0.598461240530014,0.499951171875
0.626,200,-0.061,3276800,0.585,256,20.173,0.024,0.588,4.373541355133057,0.17260551,0.2,0.0001,995,0.2,3.0449020862579346,-0.01560361377946499,-2.7559599265215304,5.694287380500423,0.6408478915691376,0.47811417436489606
0.566,201,-0.063,3293184,0.516,257,17.362,0.02,0.523,3.863002300262451,0.62245464,0.2,0.0001,1000,0.2,4.213589191436768,-0.012421783581134174,-2.7652784502351437,5.679363164034757,0.6308160424232483,0.44437905844155845
0.591,202,-0.067,3309568,0.556,257,19.617,0.02,0.545,6.413379907608032,0.16356714,0.2,0.0001,1005,0.2,4.356077194213867,-0.031540437274816216,-2.755939133837819,5.867409083247185,0.6185618042945862,0.48333740234375
0.602,203,-0.06,3325952,0.544,257,19.548,0.023,0.564,6.463077545166016,0.19024268,0.2,0.0001,1010,0.2,3.756655216217041,-0.031961983966903064,-2.775582104921341,5.767687450349331,0.6280817985534668,0.505615234375
0.628,204,-0.057,3342336,0.582,257,19.983,0.024,0.595,1.6138074398040771,0.116888285,0.2,0.0001,1015,0.2,4.684454917907715,0.019411736659498677,-2.8190463222103355,5.891052443304179,0.6238833069801331,0.38874421296296297
0.618,205,-0.059,3358720,0.571,257,20.268,0.024,0.583,3.329493284225464,0.17212334,0.2,0.0001,1020,0.2,4.806149005889893,-0.002568804658949375,-2.7951607033164203,5.591547264310414,0.641493946313858,0.4547857410179641
0.611,206,-0.058,3375104,0.537,257,19.524,0.022,0.575,3.719304084777832,0.14355527,0.2,0.0001,1025,0.2,3.877908706665039,-0.008699364037657122,-2.8228253894096436,5.6795803665150855,0.6296142041683197,0.4555256064690027
0.593,207,-0.071,3391488,0.57,257,19.6,0.021,0.543,1.4243347644805908,0.3593645,0.2,0.0001,1030,0.2,4.867830276489258,0.028676659634037243,-2.757407535206188,5.91898558856724,0.6129608154296875,0.37811407342657344
0.587,208,-0.067,3407872,0.559,257,19.154,0.02,0.54,4.428261756896973,0.17242822,0.2,0.0001,1035,0.2,3.178837537765503,-0.017014877129422158,-2.8018870991644134,5.295591450061928,0.6510519981384277,0.47440121882086167
0.632,209,-0.061,3424256,0.561,257,18.372,0.023,0.595,4.195021867752075,0.18411487,0.2,0.0001,1040,0.2,4.138319969177246,-0.014385916151625749,-2.7880431866416564,5.735746377362655,0.6229580342769623,0.4601862980769231
0.615,210,-0.061,3440640,0.575,258,20.698,0.024,0.578,6.42225193977356,0.17053959,0.2,0.0001,1045,0.2,2.6179728507995605,-0.034851963761320805,-2.8178977694362404,5.342905268445611,0.6545117199420929,0.49012451171875
0.599,211,-0.067,3457024,0.538,257,18.773,0.022,0.553,6.400355339050293,0.20158106,0.2,0.0001,1050,0.2,3.5252017974853516,-0.03363488635659451,-2.887061509490013,5.664161961898207,0.6204842925071716,0.506201171875
0.589,212,-0.068,3473408,0.528,257,18.028,0.021,0.542,6.433553457260132,0.17862287,0.2,0.0001,1055,0.2,2.874135732650757,-0.03512208207976073,-2.818943231552839,5.8318047050386665,0.6230698823928833,0.4906494140625
0.568,213,-0.063,3489792,0.539,257,18.245,0.02,0.526,6.440794467926025,0.18083893,0.2,0.0001,1060,0.2,4.17430305480957,-0.03677932250284357,-2.847638813406229,5.560420161113143,0.6399335563182831,0.49287109375
0.589,214,-0.064,3506176,0.561,257,20.01,0.02,0.545,5.5316362380981445,0.19621408,0.2,0.0001,1065,0.2,2.4795889854431152,-0.024317384418436335,-2.788960333765629,5.72976827320209,0.6382111012935638,0.4842903880866426
0.595,215,-0.066,3522560,0.561,258,20.125,0.021,0.551,6.447908639907837,0.20043942,0.2,0.0001,1070,0.2,4.2384257316589355,-0.03360242303024279,-2.8489285096526147,5.937795096635819,0.6126188337802887,0.51085205078125
0.63,216,-0.061,3538944,0.558,256,19.679,0.025,0.594,4.304079055786133,0.16965285,0.2,0.0001,1075,0.2,5.49413537979126,-0.012680380522280025,-2.868194083140103,5.549185138117234,0.6373870372772217,0.467286299765808
0.615,217,-0.063,3555328,0.565,257,20.024,0.023,0.575,6.4338624477386475,0.1740458,0.2,0.0001,1080,0.2,2.8416409492492676,-0.033729931246489285,-2.8637304116040467,5.852057345211506,0.6257177889347076,0.4830078125
0.591,218,-0.065,3571712,0.526,257,17.659,0.021,0.547,4.783043622970581,0.16690323,0.2,0.0001,1085,0.2,2.07879376411438,-0.019071101010747892,-2.9417618286634535,5.36914851819797,0.6488391757011414,0.47372455636743216
0.573,219,-0.069,3588096,0.525,257,17.717,0.02,0.524,6.408975124359131,0.19380109,0.2,0.0001,1090,0.2,3.3497562408447266,-0.034259471503901295,-2.93069848716259,5.522882182523608,0.6480644643306732,0.5075927734375
0.57,220,-0.066,3604480,0.565,257,19.414,0.021,0.524,6.037631988525391,0.19706553,0.2,0.0001,1095,0.2,3.2158596515655518,-0.03269982796236135,-2.883793592846433,5.511210052093657,0.6419506371021271,0.49391501650165015
0.587,221,-0.062,3620864,0.56,256,19.033,0.022,0.547,1.9269685745239258,0.121238306,0.2,0.0001,1100,0.2,4.426853179931641,0.02100565614598116,-2.8850209862773957,5.678171013038196,0.6282653510570526,0.41929810209424084
0.615,222,-0.057,3637248,0.568,256,19.693,0.021,0.578,5.704874515533447,0.19954796,0.2,0.0001,1105,0.2,2.680785894393921,-0.02981573306122281,-2.9233348038577867,5.363556685891847,0.6422008574008942,0.4898396309314587
0.613,223,-0.058,3653632,0.539,257,18.324,0.025,0.58,6.418903350830078,0.19625145,0.2,0.0001,1110,0.2,4.022669792175293,-0.031705471653549464,-2.8800009209662676,5.730340773239732,0.6250893771648407,0.513525390625
0.553,224,-0.069,3670016,0.529,257,18.409,0.018,0.502,6.388542890548706,0.17702244,0.2,0.0001,1115,0.2,3.954911708831787,-0.03663108828186523,-2.8968743827193975,6.0040520641952755,0.6077074706554413,0.48226318359375
0.558,225,-0.069,3686400,0.538,256,18.319,0.017,0.506,4.14655613899231,0.19796789,0.2,0.0001,1120,0.2,3.3692240715026855,-0.015431201856699772,-2.9077628140266123,5.870494986382814,0.6147573292255402,0.4668719951923077
0.61,226,-0.057,3702784,0.552,256,19.022,0.023,0.576,6.451484680175781,0.18614541,0.2,0.0001,1125,0.2,2.0915722846984863,-0.035239881738380066,-2.91560398042202,5.7113915827125314,0.6238732933998108,0.49820556640625
0.603,227,-0.067,3719168,0.567,257,19.933,0.021,0.558,6.424989938735962,0.17544012,0.2,0.0001,1130,0.2,4.08321475982666,-0.03789909981569508,-2.9451593533158302,5.509569036960602,0.6309822499752045,0.5024169921875
0.637,228,-0.061,3735552,0.539,256,18.516,0.025,0.601,3.936832904815674,0.20379466,0.2,0.0001,1135,0.2,2.037337303161621,-0.013158190988399314,-2.935365023637059,5.71188536196044,0.6268637180328369,0.4516650883838384
0.606,229,-0.06,3751936,0.548,257,18.776,0.022,0.568,6.4007110595703125,0.1891391,0.2,0.0001,1140,0.2,3.6237952709198,-0.03678101390105439,-2.8862525291740893,5.758514039590954,0.6304882168769836,0.49810791015625
0.58,230,-0.062,3768320,0.539,256,18.71,0.02,0.539,6.4349236488342285,0.200423,0.2,0.0001,1145,0.2,1.7545543909072876,-0.03243336824671132,-2.885730542242527,5.617177858576179,0.638146162033081,0.49808349609375
0.584,231,-0.061,3784704,0.576,256,20.328,0.022,0.545,6.428834915161133,0.1984086,0.2,0.0001,1150,0.2,3.1808619499206543,-0.03281099540035939,-2.8466329839080573,5.422673082351684,0.6464986801147461,0.49691162109375
0.575,232,-0.06,3801088,0.543,256,19.32,0.021,0.536,1.6434566974639893,0.1509912,0.2,0.0001,1155,0.2,2.86299729347229,0.022402763569896872,-2.92417006781607,5.360080403992624,0.653312474489212,0.38106060606060604
0.608,233,-0.067,3817472,0.551,257,19.001,0.021,0.562,2.915602445602417,0.15632376,0.2,0.0001,1160,0.2,2.4439120292663574,0.002528759068409397,-2.8600995204702686,5.969203355795739,0.6179052293300629,0.41988831615120276
0.621,234,-0.065,3833856,0.566,257,19.857,0.022,0.579,2.896059989929199,0.16803366,0.2,0.0001,1165,0.2,4.150349140167236,0.004950238598717583,-2.8567409995529385,5.851379368868139,0.6168709099292755,0.4374728732638889
